sku_id,brand,name,parameters2,price,maprice
8718949,手机通讯,摩托罗拉 motorola z3（XT1929-15）6GB+128GB  星钻黑  全面屏模块化全网通4G手机 双卡双待,"[""商品名称：摩托罗拉Moto Z"",""商品编号：8718949"",""商品毛重：437.00g"",""商品产地：中国大陆"",""系统：安卓（Android）"",""机身厚度：超薄（7mm以下）"",""拍照特点：智能拍照，后置双摄像头"",""机身颜色：黑色系"",""电池容量：3000mAh-3999mAh"",""后置摄像头像素：1200万-1999万"",""4G LTE网络特性：VOLTE 4G通话"",""热点：快速充电，人工智能"",""运行内存：6GB"",""前置摄像头像素：800万-1599万"",""多卡支持：双卡双待单4G"",""网络制式：4G LTE LTE-TDD/LTE-FDD移动联通双4G"",""游戏配置：游戏模式"",""机身内存：128GB"",""屏幕配置：符合全面屏比例""]",3499.00,10000.00
100001242874,手机通讯,联想S5 Pro 6GB+64GB 晶耀黑 2000万AI四摄 偶像级自拍 光学变焦 全网通4G手机 双卡双待,"[""商品名称：联想Lenovo S5 Pro"",""商品编号：100001242874"",""商品毛重：440.00g"",""商品产地：中国大陆"",""系统：安卓（Android）"",""机身厚度：薄（7mm-8.5mm）"",""拍照特点：光学变焦，智能拍照，后置双摄像头，前置双摄像头"",""机身颜色：黑色系"",""电池容量：3000mAh-3999mAh"",""后置摄像头像素：2000万及以上"",""4G LTE网络特性：VOLTE 4G通话"",""热点：人工智能，人脸识别，快速充电"",""运行内存：6GB"",""前置摄像头像素：2000万及以上"",""多卡支持：双卡双待单4G"",""网络制式：4G LTE全网通"",""游戏配置：游戏模式"",""机身内存：64GB""]",1098.00,9999.00
37299150746,手机通讯,华为（HUAWEI） 荣耀10青春版京东自营仓配送 全面屏 手机 幻夜黑 全网通版6GB+128GB,"[""商品名称：华为（HUAWEI）荣耀10青春版"",""商品编号：37299150746"",""店铺： "",""商品毛重：500.00g"",""屏幕配置：符合全面屏比例"",""机身厚度：薄（7mm-8.5mm）"",""前置摄像头像素：2000万及以上"",""拍照特点：智能拍照"",""多卡支持：双卡双待单4G"",""网络制式：4G LTE全网通"",""后置摄像头像素：1200万-1999万"",""4G LTE网络特性：其他""]",1899.00,2199.00
42435814513,手机通讯,小米9 透明尊享版 游戏手机 黑色 全网通8GB+256GB,"[""商品名称：小米（MI）小米9"",""商品编号：42435814513"",""店铺： "",""商品毛重：0.6kg"",""多卡支持：双卡双待单4G"",""拍照特点：后置三摄"",""机身厚度：薄（7mm-8.5mm）"",""后置摄像头像素：2000万及以上"",""电池容量：3000mAh-3999mAh"",""屏幕配置：水滴屏"",""前置摄像头像素：2000万及以上""]",3828.00,9999.00
100000476944,手机通讯,海信(Hisense)A6双屏手机 全面屏墨水屏 6GB+128GB 智能 商务 阅读手机 双卡双待全网通4G手机 睿黑,"[""商品名称：海信Hisense A6"",""商品编号：100000476944"",""商品毛重：450.00g"",""商品产地：中国大陆"",""多卡支持：双卡双待单4G"",""运行内存：6GB"",""系统：安卓（Android）"",""网络制式：4G LTE全网通"",""机身内存：128GB"",""4G LTE网络特性：VOLTE 4G通话""]",3499.00,4299.00
100001920091,手机通讯,OPPO R17 Pro王者定制版 全面屏拍照手机 8GB+128GB 凝光绿 全网通移动联通电信4G手机 双卡双待,"[""商品名称：OPPOR17 Pro"",""商品编号：100001920091"",""商品毛重：0.6kg"",""商品产地：中国大陆"",""系统：安卓（Android）"",""机身厚度：薄（7mm-8.5mm）"",""拍照特点：后置双摄像头"",""屏幕配置：符合全面屏比例"",""电池容量：3000mAh-3999mAh"",""后置摄像头像素：1200万-1999万"",""4G LTE网络特性：移动4G+"",""热点：屏下指纹"",""运行内存：6GB"",""前置摄像头像素：2000万及以上"",""网络制式：4G LTE全网通"",""机身颜色：绿色系"",""游戏配置：游戏模式"",""机身内存：128GB""]",4299.00,4399.00
11481305161,手机通讯,尼凯恩（neken） EN3 电霸 移动/联通 双卡双待 老人手机 三防手机 深空黑,"[""商品名称：尼凯恩（neken） EN3 电霸 移动/联通 双卡双待 老人手机 三防手机 深空黑"",""商品编号：11481305161"",""店铺： "",""商品毛重：320.00g"",""商品产地：中国大陆"",""老人机配置：键盘"",""后置摄像头像素：500万以下"",""前置摄像头像素：无"",""电池容量：4000mAh-5999mAh""]",99.00,298.00
11500996606,手机通讯,Apple 苹果6SPlus iPhone6s Plus 移动联通电信4G 手机 玫瑰金 全网通 128GB,"[""商品名称：Apple 苹果6SPlus iPhone6s Plus 移动联通电信4G 手机 玫瑰金 全网通 128GB"",""商品编号：11500996606"",""店铺： "",""商品毛重：500.00g"",""热点：屏下指纹"",""前置摄像头像素：500万-799万"",""电池容量：2000mAh-2999mAh"",""系统：ios系统"",""后置摄像头像素：1200万-1999万""]",2918.00,5199.00
16589924396,手机通讯,Apple 苹果8  iPhone8 移动联通电信4G 手机 深空灰色 全网通 64GB,"[""商品名称：AppleA1863"",""商品编号：16589924396"",""店铺： "",""商品毛重：400.00g"",""机身厚度：薄（7mm-8.5mm）"",""拍照特点：后置双摄像头"",""电池容量：1200mAh-1999mAh"",""机身颜色：灰色系"",""热点：无线充电"",""运行内存：2GB"",""前置摄像头像素：500万-799万"",""后置摄像头像素：1200万-1999万"",""机身内存：64GB""]",3878.00,7999.00
18167462088,手机通讯,华为（HUAWEI）华为Mate10手机 摩卡金 全网通（6G+128G）,"[""商品名称：华为（HUAWEI）华为Mate10手机 摩卡金 全网通（6G+128G）"",""商品编号：18167462088"",""店铺： "",""商品毛重：500.00g"",""多卡支持：双卡双待单4G"",""前置摄像头像素：800万-1599万"",""电池容量：4000mAh-5999mAh"",""网络制式：4G LTE全网通"",""系统：安卓（Android）"",""4G LTE网络特性：VOLTE 4G通话""]",3199.00,9999.00
19580485044,手机通讯,飞利浦（PHILIPS） E183A 按键直板 老人手机 移动联通 双卡双待老年机 炫丽红,"[""商品名称：飞利浦（PHILIPS） E183A 按键直板 老人手机 移动联通 双卡双待老年机 炫丽红"",""商品编号：19580485044"",""店铺： "",""商品毛重：300.00g"",""商品产地：中国大陆"",""系统：基础功能机系统"",""电池容量：1200mAh-1999mAh"",""前置摄像头像素：无"",""后置摄像头像素：500万以下""]",168.00,399.00
28060533203,手机通讯,一加 6手机 OnePlus6 5t升级版 全面屏双摄游戏手机 全网通4G 双卡双待 亮瓷黑 8G+128G,"[""商品名称：一加 6手机 OnePlus6 5t升级版 全面屏双摄游戏手机 全网通4G 双卡双待 亮瓷黑 8G+128G"",""商品编号：28060533203"",""店铺： "",""商品毛重：0.535kg"",""多卡支持：双卡双待双4G"",""机身厚度：薄（7mm-8.5mm）"",""拍照特点：后置双摄像头"",""网络制式：4G LTE全网通"",""热点：快速充电，人工智能，人脸识别"",""前置摄像头像素：1600万-1999万"",""后置摄像头像素：1200万-1999万"",""系统：安卓（Android）"",""屏幕配置：符合全面屏比例""]",3049.00,5599.00
28502299808,手机通讯,华为（HUAWEI） 荣耀畅玩7 全面屏 智能老人手机 金色 全网通（2G+16G）,"[""商品名称：华为（HUAWEI） 荣耀畅玩7 全面屏 智能老人手机 金色 全网通（2G+16G）"",""商品编号：28502299808"",""店铺： "",""商品毛重：500.00g"",""热点：人脸识别"",""网络制式：4G LTE全网通"",""多卡支持：双卡双待单4G"",""4G LTE网络特性：其他""]",508.00,699.00
29956501917,手机通讯,华为（HUAWEI） 荣耀 note10 手机 幻夜黑 全网通 6GB+128GB,"[""商品名称：华为（HUAWEI）荣耀note10"",""商品编号：29956501917"",""店铺： "",""商品毛重：500.00g"",""热点：人工智能"",""机身厚度：薄（7mm-8.5mm）"",""前置摄像头像素：800万-1599万"",""拍照特点：智能拍照"",""网络制式：4G LTE全网通"",""多卡支持：双卡双待单4G"",""4G LTE网络特性：其他""]",2449.00,3999.00
32101310668,手机通讯,下单2599元！OPPO R17 手机【6期免息+送碎屏险+蓝牙耳机等】指纹解锁大屏游戏拍照全网通 R17 流光蓝(6GB+128GB),"[""商品名称：OPPOR17"",""商品编号：32101310668"",""店铺： "",""商品毛重：0.52kg"",""多卡支持：双卡双待单4G"",""机身厚度：薄（7mm-8.5mm）"",""拍照特点：智能拍照，后置双摄像头"",""电池容量：3000mAh-3999mAh"",""4G LTE网络特性：其他"",""热点：快速充电，屏下指纹"",""运行内存：6GB"",""前置摄像头像素：2000万及以上"",""系统：安卓（Android）"",""机身颜色：深蓝色系"",""后置摄像头像素：1200万-1999万"",""机身内存：128GB"",""网络制式：4G LTE全网通""]",2599.00,3799.00
32787352993,手机通讯,【自营配送 豪礼套装】华为（HUAWEI）华为荣耀8X 6G+128G 全面屏手机 幻夜黑 全网通(6G+128G),"[""商品名称：【自营配送 豪礼套装】华为（HUAWEI）华为荣耀8X 6G+128G 全面屏手机 幻夜黑 全网通(6G+128G)"",""商品编号：32787352993"",""店铺： "",""商品毛重：400.00g"",""系统：安卓（Android）"",""机身厚度：薄（7mm-8.5mm）"",""拍照特点：后置双摄像头"",""电池容量：3000mAh-3999mAh"",""4G LTE网络特性：其他"",""热点：快速充电"",""前置摄像头像素：1600万-1999万"",""网络制式：4G LTE全网通"",""后置摄像头像素：2000万及以上"",""多卡支持：双卡双待单4G"",""屏幕配置：符合全面屏比例""]",1899.00,2399.00
32858301609,手机通讯,中兴（ZTE）A606移动联通电信全网通4G 老年智能老人手机 黑色 (2G RAM+16G ROM),"[""商品名称：中兴（ZTE）A606移动联通电信全网通4G 老年智能老人手机 黑色 (2G RAM+16G ROM)"",""商品编号：32858301609"",""店铺： "",""商品毛重：270.00g"",""多卡支持：双卡双待单4G"",""机身厚度：普通（8.5mm以上）"",""网络制式：4G LTE全网通"",""4G LTE网络特性：其他"",""机身内存：16GB"",""运行内存：2GB"",""前置摄像头像素：200万-499万"",""电池容量：2000mAh-2999mAh"",""机身颜色：黑色系"",""后置摄像头像素：500万-1199万"",""老人机配置：智能机（老龄模式）"",""系统：安卓（Android）""]",399.00,550.00
33280216559,手机通讯,华为（HUAWEI） 荣耀Note10 GT游戏加速 大屏游戏手机 幻夜黑 全网通 6GB+128GB,"[""商品名称：华为（HUAWEI）荣耀Note10"",""商品编号：33280216559"",""店铺： "",""商品毛重：400.00g"",""系统：安卓（Android）"",""拍照特点：后置双摄像头"",""电池容量：4000mAh-5999mAh"",""4G LTE网络特性：VOLTE 4G通话"",""热点：人工智能，快速充电"",""机身厚度：薄（7mm-8.5mm）"",""前置摄像头像素：800万-1599万"",""多卡支持：双卡双待单4G"",""后置摄像头像素：2000万及以上"",""游戏配置：游戏模式"",""网络制式：4G LTE全网通"",""屏幕配置：符合全面屏比例""]",2488.00,3599.00
33670057365,手机通讯,OPPO R17 新品全面屏手机 【限时已降200】 全网通游戏手机 屏下指纹 双卡双待 拍照手机 8G+128G 雾光渐变色 双卡双待,"[""商品名称：OPPOR17"",""商品编号：33670057365"",""店铺： "",""商品毛重：500.00g"",""多卡支持：双卡双待单4G"",""机身厚度：薄（7mm-8.5mm）"",""拍照特点：后置双摄像头"",""电池容量：3000mAh-3999mAh"",""4G LTE网络特性：VOLTE 4G通话"",""运行内存：8GB"",""前置摄像头像素：2000万及以上"",""网络制式：4G LTE全网通"",""屏幕配置：符合全面屏比例"",""后置摄像头像素：1200万-1999万"",""机身内存：128GB"",""系统：安卓（Android）""]",2799.00,3999.00
34419346831,手机通讯,OPPO R15x【优惠300元低至2199元+赠智能手环+6期免息】半年碎屏险 屏下指纹全网通手机 星云渐变色 官网标配,"[""商品名称：OPPOR15x"",""商品编号：34419346831"",""店铺： "",""商品毛重：200.0kg"",""系统：安卓（Android）"",""拍照特点：后置双摄像头，智能拍照"",""电池容量：3000mAh-3999mAh"",""4G LTE网络特性：VOLTE 4G通话"",""热点：人脸识别，屏下指纹"",""前置摄像头像素：2000万及以上"",""多卡支持：双卡双待单4G"",""屏幕配置：符合全面屏比例"",""后置摄像头像素：1200万-1999万"",""网络制式：4G LTE全网通"",""机身厚度：薄（7mm-8.5mm）""]",2299.00,2899.00
34623571187,手机通讯,华为（HUAWEI） 华为Mate20 RS 保时捷版 手机 玄黑 全网通8G+512G,"[""商品名称：华为（HUAWEI）华为Mate20 RS 保时捷版"",""商品编号：34623571187"",""店铺： "",""商品毛重：0.6kg"",""多卡支持：4G以下网络双卡双待"",""拍照特点：智能拍照"",""电池容量：4000mAh-5999mAh"",""4G LTE网络特性：VOLTE 4G通话"",""热点：无线充电，屏下指纹，人工智能，快速充电"",""机身厚度：普通（8.5mm以上）"",""前置摄像头像素：2000万及以上"",""后置摄像头像素：2000万及以上"",""屏幕配置：曲面屏"",""游戏配置：游戏模式"",""系统：安卓（Android）"",""网络制式：4G LTE全网通""]",12999.00,99999.00
34641171638,手机通讯,【赠碎屏险】华为mate20 pro 手机 宝石蓝 全网通8G+128G(UD屏内指纹版),"[""商品名称：华为（HUAWEI）华为mate20 pro"",""商品编号：34641171638"",""店铺： "",""商品毛重：380.00g"",""多卡支持：双卡双待单4G"",""机身厚度：普通（8.5mm以上）"",""前置摄像头像素：2000万及以上"",""网络制式：4G LTE全网通"",""电池容量：4000mAh-5999mAh"",""后置摄像头像素：2000万及以上"",""4G LTE网络特性：其他""]",5499.00,9999.00
28980530626,手机通讯,华为（HUAWEI） 荣耀9i 移动联通电信全网通4G 全面屏智能老人手机 双卡双待 幻夜黑 (4G RAM+64G ROM),"[""商品名称：华为（HUAWEI）荣耀9i"",""商品编号：28980530626"",""店铺： "",""商品毛重：340.00g"",""系统：安卓（Android）"",""机身厚度：薄（7mm-8.5mm）"",""拍照特点：后置双摄像头"",""电池容量：3000mAh-3999mAh"",""屏幕配置：符合全面屏比例"",""4G LTE网络特性：VOLTE 4G通话"",""热点：快速充电"",""后置摄像头像素：1200万-1999万"",""前置摄像头像素：1600万-1999万"",""多卡支持：双卡双待单4G"",""网络制式：4G LTE全网通"",""游戏配置：游戏模式，游戏深度适配/调优"",""老人机配置：智能机（老龄模式）""]",1255.00,2000.00
15312577660,手机通讯,小米（MI） 【 高配 】小米Note3 手机 亮黑色 全网通（6G RAM+128G ROM）移动版,"[""商品名称：小米（MI）小米Note3"",""商品编号：15312577660"",""店铺： "",""商品毛重：380.00g"",""系统：安卓（Android）"",""机身厚度：薄（7mm-8.5mm）"",""拍照特点：后置双摄像头，光学变焦"",""后置摄像头像素：1200万-1999万"",""电池容量：3000mAh-3999mAh"",""前置摄像头像素：1600万-1999万"",""热点：快速充电，人脸识别""]",1528.00,3599.00
25540408290,手机通讯,Apple 苹果 iPhone X (A1865) 手机 银色 全网通64G,"[""商品名称：AppleiPhone X"",""商品编号：25540408290"",""店铺： "",""商品毛重：440.00g"",""多卡支持：单卡单待"",""机身厚度：薄（7mm-8.5mm）"",""拍照特点：后置双摄像头"",""电池容量：2000mAh-2999mAh"",""4G LTE网络特性：VOLTE 4G通话"",""热点：人脸识别，无线充电"",""前置摄像头像素：800万-1599万"",""后置摄像头像素：500万-1199万"",""网络制式：4G LTE全网通""]",6148.00,9999.00
35141165939,手机通讯,黑鲨 2代 游戏手机Helo  双液冷 全网通4G 电竞手机 极夜黑(8G+128G),"[""商品名称：黑鲨黑鲨helo"",""商品编号：35141165939"",""店铺： "",""商品毛重：190.0kg"",""多卡支持：双卡双待双4G"",""拍照特点：智能拍照，后置双摄像头"",""电池容量：4000mAh-5999mAh"",""4G LTE网络特性：移动4G+"",""热点：人脸识别，液冷散热，快速充电"",""机身厚度：普通（8.5mm以上）"",""前置摄像头像素：2000万及以上"",""后置摄像头像素：2000万及以上"",""屏幕配置：符合全面屏比例"",""游戏配置：游戏模式，游戏深度适配/调优，游戏显示增强，游戏音效增强，ID差异化设计"",""系统：安卓（Android）"",""网络制式：4G LTE全网通""]",3149.00,3699.00
29044581674,手机通讯,华为（HUAWEI） 荣耀 畅玩7 全网通4G全面屏智能老人手机 金色 全网通(2+16G),"[""商品名称：华为（HUAWEI） 荣耀 畅玩7 全网通4G全面屏智能老人手机 金色 全网通(2+16G)"",""商品编号：29044581674"",""店铺： "",""商品毛重：200.00g"",""多卡支持：双卡双待单4G"",""机身厚度：薄（7mm-8.5mm）"",""前置摄像头像素：500万-799万"",""后置摄像头像素：1200万-1999万"",""网络制式：4G LTE全网通"",""4G LTE网络特性：移动4G+""]",508.00,899.00
43556964792,手机通讯,小米 红米Redmi 红米Note7Pro 游戏手机 暮光金 全网通（6G+128G）,"[""商品名称：小米 红米Redmi 红米Note7Pro 游戏手机 暮光金 全网通（6G+128G）"",""商品编号：43556964792"",""店铺： "",""商品毛重：250.00g""]",1649.00,1999.00
33278877170,手机通讯,小米（MI） 小米8 游戏手机 曜石黑(屏幕指纹版) 全网通 6G+128G,"[""商品名称：小米（MI）小米8"",""商品编号：33278877170"",""店铺： "",""商品毛重：0.6kg"",""多卡支持：双卡双待双4G"",""机身厚度：薄（7mm-8.5mm）"",""拍照特点：后置双摄像头"",""网络制式：4G LTE全网通"",""4G LTE网络特性：其他"",""热点：人脸识别"",""前置摄像头像素：2000万及以上"",""后置摄像头像素：1200万-1999万"",""屏幕配置：符合全面屏比例""]",2288.00,9999.00
40376221599,手机通讯,【京豆优惠购】华为（HUAWEI） 荣耀v20 手机 幻夜黑 全网通8GB+128GB,"[""商品名称：华为（HUAWEI）荣耀V20"",""商品编号：40376221599"",""店铺： "",""商品毛重：500.00g"",""热点：快速充电，人工智能"",""拍照特点：智能拍照"",""游戏配置：游戏深度适配/调优，游戏显示增强"",""电池容量：4000mAh-5999mAh"",""系统：安卓（Android）""]",3499.00,12888.00
42823557154,手机通讯,小米9 战斗天使 透明尊享版 游戏手机8 黑色 全网通（12GB+256GB）,"[""商品名称：小米9 战斗天使 透明尊享版 游戏手机8 黑色 全网通（12GB+256GB）"",""商品编号：42823557154"",""店铺： "",""商品毛重：500.00g""]",4788.00,4999.00
41050980066,手机通讯,小米 红米Redmi Note7 移动联通电信全网通4G 水滴全面屏拍照游戏“小金刚”智能老年手机 梦幻蓝 4GB+64GB,"[""商品名称：小米（MI）红米Note7"",""商品编号：41050980066"",""店铺： "",""商品毛重：0.6kg"",""系统：安卓（Android）"",""机身厚度：薄（7mm-8.5mm）"",""拍照特点：智能拍照，后置双摄像头"",""电池容量：4000mAh-5999mAh"",""4G LTE网络特性：VOLTE 4G通话"",""前置摄像头像素：800万-1599万"",""多卡支持：双卡双待单4G"",""后置摄像头像素：2000万及以上"",""游戏配置：游戏模式"",""网络制式：4G LTE全网通"",""屏幕配置：水滴屏""]",1199.00,2000.00
32858702835,手机通讯,【3期免息】Apple 苹果iphone xr(A2108) 手机 黑色 64G,"[""商品名称：【3期免息】Apple 苹果iphone xr(A2108) 手机 黑色 64G"",""商品编号：32858702835"",""店铺： "",""商品毛重：200.00g"",""系统：ios系统"",""机身厚度：薄（7mm-8.5mm）"",""拍照特点：智能拍照"",""网络制式：4G LTE全网通"",""4G LTE网络特性：其他"",""前置摄像头像素：500万-799万"",""后置摄像头像素：1200万-1999万"",""多卡支持：双卡双待单4G"",""电池容量：3000mAh-3999mAh""]",5249.00,9999.00
34871707227,手机通讯,华为（HUAWEI） 荣耀10青春版 手机全网通 渐变蓝 6G+128G,"[""商品名称：华为（HUAWEI）荣耀10青春版"",""商品编号：34871707227"",""店铺： "",""商品毛重：500.00g"",""系统：安卓（Android）"",""拍照特点：后置双摄像头，智能拍照"",""电池容量：3000mAh-3999mAh"",""前置摄像头像素：2000万及以上"",""机身厚度：薄（7mm-8.5mm）"",""后置摄像头像素：1200万-1999万"",""屏幕配置：符合全面屏比例，水滴屏"",""多卡支持：双卡双待单4G""]",1899.00,2059.00
25054453995,手机通讯,小米（MI） 小米6X 手机 曜石黑 全网通 6G+64G,"[""商品名称：小米（MI）小米6X"",""商品编号：25054453995"",""店铺： "",""商品毛重：0.6kg"",""多卡支持：双卡双待单4G"",""机身厚度：薄（7mm-8.5mm）"",""拍照特点：后置双摄像头"",""电池容量：2000mAh-2999mAh"",""4G LTE网络特性：其他"",""热点：人脸识别"",""前置摄像头像素：2000万及以上"",""后置摄像头像素：2000万及以上"",""网络制式：4G LTE全网通"",""屏幕配置：符合全面屏比例""]",1199.00,9999.00
41862892255,手机通讯,小米9SE 手机 深空灰 全网通6GB+64GB,"[""商品名称：小米9SE 手机 深空灰 全网通6GB+64GB"",""商品编号：41862892255"",""店铺： "",""商品毛重：200.00g""]",-1.00,9999.00
42143262744,手机通讯,小米9 战斗天使 游戏手机8 深空灰 全网通（8GB+128GB）,"[""商品名称：小米（MI）小米9"",""商品编号：42143262744"",""店铺： "",""商品毛重：250.00g""]",3388.00,3999.00
42369024357,手机通讯,三星Galaxy s10手机 琉璃绿 8G+128G 全网通,"[""商品名称：三星Galaxy s10手机 琉璃绿 8G+128G 全网通"",""商品编号：42369024357"",""店铺： "",""商品毛重：1.0kg"",""系统：安卓（Android）"",""拍照特点：后置三摄"",""屏幕配置：曲面屏"",""电池容量：3000mAh-3999mAh"",""后置摄像头像素：1200万-1999万"",""前置摄像头像素：800万-1599万""]",5999.00,29999.00
42903616057,手机通讯,华为nova4e手机 幻夜黑 全网通(6GB+128GB),"[""商品名称：华为nova4e手机 幻夜黑 全网通(6GB+128GB)"",""商品编号：42903616057"",""店铺： "",""商品毛重：125.00g""]",2299.00,2999.00
43605822512,手机通讯,黑鲨2 游戏手机2 暗影黑 6GB+128GB,"[""商品名称：黑鲨2 游戏手机2 暗影黑 6GB+128GB"",""商品编号：43605822512"",""店铺： "",""商品毛重：250.00g"",""系统：安卓（Android）"",""拍照特点：后置双摄像头"",""电池容量：4000mAh-5999mAh"",""游戏配置：游戏模式，游戏深度适配/调优，游戏显示增强，游戏音效增强"",""热点：液冷散热，快速充电""]",-1.00,99999.00
11941946786,手机通讯,华为（HUAWEI） 华为 Mate10 保时捷设计限量版 手机 钻石黑 全网通 6GB+256GB,"[""商品名称：华为（HUAWEI）Mate10保时捷"",""商品编号：11941946786"",""店铺： "",""商品毛重：0.6kg"",""热点：人工智能"",""机身厚度：薄（7mm-8.5mm）"",""前置摄像头像素：800万-1599万"",""电池容量：4000mAh-5999mAh"",""后置摄像头像素：2000万及以上"",""拍照特点：智能拍照""]",5248.00,8999.00
15501980018,手机通讯,Apple 苹果 iPhone8 手机 全网通 金色 64G 标配,"[""商品名称：AppleiPhone 8"",""商品编号：15501980018"",""店铺： "",""商品毛重：500.00g"",""多卡支持：单卡单待"",""拍照特点：智能拍照"",""网络制式：4G LTE全网通"",""后置摄像头像素：1200万-1999万"",""电池容量：1200mAh-1999mAh"",""前置摄像头像素：500万-799万"",""4G LTE网络特性：其他""]",3858.00,7999.00
19094997454,手机通讯,Apple 苹果 iPhone X 全面屏 4G 手机 银色 全网通 64GB,"[""商品名称：Apple苹果X"",""商品编号：19094997454"",""店铺： "",""商品毛重：435.00g"",""多卡支持：单卡单待"",""机身厚度：薄（7mm-8.5mm）"",""拍照特点：后置双摄像头"",""网络制式：4G LTE全网通"",""后置摄像头像素：1200万-1999万"",""电池容量：2000mAh-2999mAh"",""前置摄像头像素：500万-799万"",""热点：人脸识别，无线充电""]",6158.00,12999.00
23928557015,手机通讯,飞利浦（PHILIPS） E212A 双屏翻盖老人手机 移动联通老年机 双卡双待 咖啡金,"[""商品名称：飞利浦（PHILIPS）E212A"",""商品编号：23928557015"",""店铺： "",""商品毛重：260.00g"",""商品产地：中国大陆"",""多卡支持：4G以下网络双卡双待"",""机身厚度：普通（8.5mm以上）"",""网络制式：2G移动/联通"",""电池容量：1200mAh-1999mAh"",""后置摄像头像素：500万以下"",""4G LTE网络特性：其他""]",288.00,499.00
27628294579,手机通讯,小米（MI） 小米6X 手机 曜石黑 全网通（6+64G）,"[""商品名称：小米（MI） 小米6X 手机 曜石黑 全网通（6+64G）"",""商品编号：27628294579"",""店铺： "",""商品毛重：450.00g"",""多卡支持：双卡双待单4G"",""前置摄像头像素：2000万及以上"",""后置摄像头像素：2000万及以上"",""网络制式：4G LTE全网通"",""系统：安卓（Android）"",""4G LTE网络特性：其他""]",1245.00,2899.00
27819228381,手机通讯,360 N7 游戏手机 石墨黑 全网通 6GB+64GB,"[""商品名称：360 N7 游戏手机 石墨黑 全网通 6GB+64GB"",""商品编号：27819228381"",""店铺： "",""商品毛重：500.00g"",""多卡支持：双卡双待单4G"",""机身厚度：薄（7mm-8.5mm）"",""拍照特点：后置双摄像头"",""系统：安卓（Android）"",""网络制式：4G LTE 移动LTE-TDD"",""电池容量：4000mAh-5999mAh"",""4G LTE网络特性：移动4G+"",""热点：快速充电"",""运行内存：6GB"",""前置摄像头像素：800万-1599万"",""后置摄像头像素：1200万-1999万"",""机身颜色：黑色系"",""游戏配置：游戏模式"",""机身内存：64GB"",""屏幕配置：符合全面屏比例""]",1298.00,1599.00
28756797440,手机通讯,小米（MI）小米8 手机 黑色 全网通（6G+64G）,"[""商品名称：小米（MI）小米8"",""商品编号：28756797440"",""店铺： "",""商品毛重：250.00g"",""多卡支持：双卡双待单4G"",""机身厚度：薄（7mm-8.5mm）"",""拍照特点：智能拍照，后置双摄像头"",""网络制式：4G LTE全网通"",""屏幕配置：符合全面屏比例"",""4G LTE网络特性：VOLTE 4G通话"",""热点：人脸识别，快速充电，人工智能"",""运行内存：6GB"",""前置摄像头像素：2000万及以上"",""电池容量：3000mAh-3999mAh"",""机身颜色：黑色系"",""后置摄像头像素：1200万-1999万"",""机身内存：64GB"",""系统：安卓（Android）""]",2098.00,9999.00
32249341318,手机通讯,下单价799元起！OPPO A5手机【至高优惠300+当天发货+送碎屏险】新品拍照手机大屏 全网通 A5 幻镜蓝(3G+64G),"[""商品名称：下单价799元起！OPPO A5手机【至高优惠300+当天发货+送碎屏险】新品拍照手机大屏 全网通 A5 幻镜蓝(3G+64G)"",""商品编号：32249341318"",""店铺： "",""商品毛重：0.532kg"",""系统：安卓（Android）"",""机身厚度：薄（7mm-8.5mm）"",""网络制式：4G LTE全网通"",""4G LTE网络特性：其他"",""运行内存：3GB"",""前置摄像头像素：800万-1599万"",""电池容量：3000mAh-3999mAh"",""机身颜色：深蓝色系"",""后置摄像头像素：1200万-1999万"",""机身内存：64GB"",""多卡支持：双卡双待单4G""]",999.00,1599.00
32568019308,手机通讯,华为（HUAWEI） 华为nova2s手机 全网通 （4G+64G）浅艾蓝,"[""商品名称：华为（HUAWEI） 华为nova2s手机 全网通 （4G+64G）浅艾蓝"",""商品编号：32568019308"",""店铺： "",""商品毛重：200.00g"",""多卡支持：4G以下网络双卡双待"",""机身厚度：薄（7mm-8.5mm）"",""前置摄像头像素：2000万及以上"",""后置摄像头像素：2000万及以上"",""网络制式：4G LTE全网通"",""4G LTE网络特性：其他""]",1373.00,3999.00
34130045806,手机通讯,OPPO K1手机【优惠200元+3期免息+原装耳机+晒单礼】首款屏幕指纹 面部识别解锁 全网通 梵星蓝（6G+64G） 双卡双待 全网通,"[""商品名称：OPPOK1"",""商品编号：34130045806"",""店铺： "",""商品毛重：0.56kg"",""多卡支持：双卡双待单4G"",""拍照特点：后置双摄像头"",""电池容量：3000mAh-3999mAh"",""4G LTE网络特性：VOLTE 4G通话"",""热点：屏下指纹"",""机身厚度：薄（7mm-8.5mm）"",""前置摄像头像素：2000万及以上"",""后置摄像头像素：1200万-1999万"",""屏幕配置：符合全面屏比例"",""游戏配置：游戏模式"",""系统：安卓（Android）"",""网络制式：4G LTE全网通""]",1599.00,1999.00
