ID,CNT_TBM,CNT_ATM,CNT_POS,CNT_CSC,CNT_TOT
2296447,41,4,2,4,51
2301285,92,44,2,6,144
2336432,17,3,2,1,23
2381349,41,81,8,1,131
2381883,84,20,2,1,107
2397047,94,15,2,8,119
2418071,17,6,2,1,26
2419818,36,16,4,12,68
2463136,97,31,2,1,131
2469729,41,65,2,2,110
2472254,88,18,29,11,146
2494149,20,3,2,1,26
2498151,42,16,2,8,68
2511506,11,3,2,1,17
2516018,50,3,2,1,56
2516671,10,3,2,2,17
2517396,173,3,2,2,180
2519748,39,30,5,47,121
2528621,54,31,2,2,89
2529653,132,7,45,6,190
2530328,168,37,11,27,243
2536981,47,3,2,1,53
2543875,58,8,41,6,113
2550206,39,49,5,28,121
2552229,29,7,2,1,39
2574623,40,31,8,1,80
2586148,43,3,2,16,64
2591748,266,22,2,5,295
2604858,16,4,2,4,26
2622224,10,27,2,1,40
2648266,45,3,2,14,64
2672464,57,23,8,92,180
2700454,59,3,2,1,65
2704645,111,16,2,1,130
2708921,97,3,2,1,103
2709673,100,52,91,32,275
2714850,12,8,3,1,24
2715437,41,67,33,1,142
2734190,29,52,5,38,124
2744422,13,21,2,1,37
2747685,28,3,2,5,38
2756805,162,28,18,1,209
2761016,27,63,45,1,136
2771129,56,19,2,1,78
2772688,66,23,10,69,168
2789363,22,30,33,1,86
2804407,16,9,2,4,31
2813265,58,3,12,1,74
2815364,130,20,8,5,163
2826153,13,27,2,1,43
2837748,62,3,15,1,81
2838728,121,10,10,72,213
2863568,55,9,2,1,67
2864040,56,9,16,4,85
2869933,98,6,2,1,107
2873069,36,12,88,7,143
2875167,10,8,2,1,21
2898953,69,8,2,46,125
2909512,25,5,20,2,52
2927709,11,4,2,1,18
2933858,67,41,55,3,166
2934967,16,30,2,1,49
2940044,33,10,2,2,47
2940910,45,3,2,1,51
2949926,28,17,10,5,60
2956559,61,4,2,5,72
2969496,117,53,77,8,255
2979761,87,6,2,13,108
2983586,98,42,2,3,145
3006203,86,13,2,1,102
3007114,47,5,25,1,78
3018775,19,9,2,3,33
3034106,81,5,41,29,156
3048431,100,15,2,1,118
3068317,63,15,2,7,87
3078118,86,20,5,3,114
3083980,22,9,12,3,46
3085966,30,3,2,1,36
3091112,10,23,2,1,36
3092038,106,3,2,13,124
3100050,146,19,8,4,177
3107769,53,3,2,1,59
3110787,95,16,33,4,148
3114345,30,3,2,14,49
3119357,13,47,3,1,64
3158393,21,3,2,1,27
3163044,42,3,2,1,48
3172649,75,19,13,1,108
3184140,165,74,5,9,253
3197042,33,13,9,7,62
3204130,147,53,35,2,237
3204378,40,21,20,1,82
3219205,70,3,2,15,90
3219926,32,24,13,20,89
3230329,175,37,62,3,277
3230961,45,9,20,16,90
3231102,15,3,2,1,21
3236646,22,4,4,3,33
3237259,69,3,32,2,106
3248214,195,27,3,1,226
3254556,63,10,2,2,77
3255426,22,3,2,3,30
3280310,51,55,35,167,308
3282981,116,3,2,1,122
3293431,14,3,2,2,21
3296586,121,15,39,18,193
3300085,225,3,2,1,231
3321043,26,3,2,1,32
3325447,28,72,7,9,116
3332642,24,31,15,1,71
3332702,35,10,2,3,50
3339091,23,3,2,1,29
3365257,55,20,3,8,86
3366718,105,14,7,1,127
3372355,79,6,2,1,88
3376732,111,3,2,49,165
3386514,68,20,60,14,162
3403371,13,57,4,2,76
3419466,18,34,2,1,55
3435507,70,50,2,3,125
3443114,11,3,2,1,17
3444328,65,27,3,2,97
3445676,31,3,2,7,43
3454944,92,84,31,13,220
3490950,69,56,29,4,158
3493676,27,19,2,1,49
3497175,10,24,2,1,37
3503705,20,16,2,3,41
3509924,72,8,12,11,103
3511040,12,3,2,1,18
3520200,100,40,2,1,143
3524070,11,3,2,1,17
3529615,22,3,2,1,28
3548384,38,8,2,5,53
3549678,24,10,2,12,48
3558902,65,13,24,4,106
3562471,69,3,2,6,80
3610605,24,35,4,14,77
3614767,16,6,2,2,26
3636249,36,22,13,4,75
3637841,21,21,6,1,49
3647503,168,3,2,1,174
3652869,241,67,178,16,502
3652961,93,48,20,3,164
3673625,86,3,2,1,92
3676430,94,3,2,1,100
3681058,16,3,2,1,22
3681943,153,32,20,1,206
3686296,37,27,2,1,67
3697329,78,44,8,6,136
3698020,45,67,60,7,179
3703187,121,10,2,1,134
3704582,67,42,79,52,240
3706725,17,3,2,6,28
3713250,26,16,2,1,45
3715341,14,3,2,1,20
3723302,19,3,2,1,25
3730657,62,40,2,11,115
3733019,33,17,4,7,61
3733044,12,3,2,1,18
3736834,320,3,2,5,330
3739674,11,3,2,1,17
3746299,10,3,2,2,17
3760680,14,3,2,1,20
3761949,40,21,2,1,64
3764385,41,3,2,1,47
3769076,16,3,2,1,22
3770761,20,4,2,1,27
3775537,39,20,4,1,64
3791045,161,41,26,1,229
3805801,53,3,2,3,61
3814263,16,3,2,1,22
3823666,13,5,2,1,21
3826997,57,14,2,3,76
3845881,70,9,7,9,95
3860067,87,32,9,3,131
3877826,87,3,2,14,106
3901981,12,14,2,1,29
3904411,62,18,136,1,217
3918802,40,57,2,2,101
3923715,54,3,2,1,60
3938809,35,32,6,1,74
3940482,46,11,32,1,90
3944533,53,29,40,12,134
3944823,52,45,23,1,121
3961002,12,3,2,1,18
3962709,48,6,2,3,59
3981811,92,3,2,1,98
3988127,229,4,16,2,251
3990329,56,9,13,7,85
4006604,55,3,2,2,62
4008610,19,3,2,3,27
4037483,11,10,15,1,37
4039095,35,3,2,16,56
4050587,11,3,2,1,17
4055805,44,3,12,4,63
4067464,20,10,4,5,39
4085582,15,12,2,1,30
4099855,14,6,2,3,25
4116239,121,24,39,4,188
4124685,106,22,130,13,271
4137674,21,3,2,1,27
4140371,92,21,15,3,131
4141067,33,3,2,1,39
4143444,239,20,62,58,379
4145526,25,32,6,3,66
4160887,22,18,41,1,82
4161045,36,39,36,1,112
4161639,157,56,159,41,413
4163245,13,3,2,6,24
4164984,47,19,41,25,132
4170019,20,3,2,4,29
4170691,76,15,2,13,106
4174839,166,3,2,1,172
4210383,136,44,3,8,191
4212879,82,24,4,4,114
4212883,15,17,3,10,45
4216286,88,21,2,1,112
4217946,74,5,6,1,86
4220963,56,24,2,9,91
4221948,40,3,2,1,46
4247149,11,5,2,1,19
4252609,172,13,2,12,199
4262249,145,29,16,3,193
4263851,54,36,20,1,111
4274249,50,3,2,3,58
4279436,37,25,10,25,97
4297758,19,10,2,1,32
4315992,15,3,2,1,21
4316865,11,3,2,1,17
4324827,85,13,2,18,118
4332174,92,3,2,6,103
4335756,183,50,9,1,243
4354438,46,3,2,7,58
4358514,88,41,18,77,224
4362065,18,24,5,61,108
4363682,48,5,2,1,56
4370040,85,3,2,18,108
4371284,11,3,2,1,17
4372477,11,3,2,1,17
4379405,57,47,11,1,116
4380529,62,19,2,6,89
4385632,20,12,19,1,52
4385908,33,20,5,1,59
4405743,12,3,2,1,18
4408788,75,44,2,11,132
4411880,14,4,2,1,21
4424349,64,19,2,36,121
4447833,58,21,2,1,82
4450166,72,12,2,4,90
4454398,14,18,7,7,46
4469820,76,3,2,1,82
4470172,23,33,2,1,59
4473280,93,3,2,6,104
4479857,65,48,11,4,128
4480103,58,16,2,19,95
4515312,40,30,3,8,81
4523775,78,34,2,2,116
4527828,92,3,2,1,98
4547186,76,53,4,1,134
4548575,75,32,9,1,117
4560042,126,58,27,4,215
4574039,42,28,7,1,78
4582500,185,60,19,5,269
4582954,64,28,5,30,127
4590727,24,14,7,19,64
4593890,126,3,2,2,133
4612708,40,13,2,7,62
4613187,42,29,30,9,110
4618929,39,75,2,2,118
4631551,27,54,38,13,132
4647944,99,10,3,2,114
4650193,59,33,19,1,112
4655091,74,15,2,5,96
4686142,13,3,2,1,19
4691929,21,15,6,1,43
4699769,11,3,2,1,17
4700420,48,5,2,5,60
4709553,194,3,2,5,204
4714663,40,25,2,1,68
4724799,45,39,31,74,189
4750267,85,11,2,3,101
4754068,139,3,2,3,147
4770779,19,3,2,1,25
4776028,55,3,2,1,61
4780128,77,14,49,4,144
4790485,221,117,52,1,391
4813425,22,3,2,2,29
4816502,70,27,10,15,122
4823061,82,3,2,1,88
4824521,64,33,20,17,134
4825648,14,11,2,1,28
4834253,126,3,2,19,150
4843711,15,11,2,1,29
4845004,56,30,69,1,156
4850663,11,6,2,1,20
4854162,85,37,28,1,151
4859205,24,22,30,11,87
4859949,32,61,2,5,100
4862517,25,8,2,4,39
4870052,18,15,3,1,37
4874678,76,3,2,1,82
4900023,112,20,14,4,150
4906965,17,3,2,1,23
4927896,51,4,2,3,60
4943660,16,3,2,3,24
4945870,39,4,2,51,96
4946958,15,29,2,1,47
4950969,58,4,65,4,131
4954659,66,34,21,15,136
4957353,119,51,2,24,196
4976283,67,30,17,19,133
4999541,37,34,21,10,102
5004198,20,3,2,1,26
5020680,123,32,2,10,167
5021794,135,39,3,7,184
5024256,117,12,94,1,224
5026220,98,18,75,1,192
5030519,97,3,2,2,104
5032307,10,6,2,1,19
5034859,102,9,32,7,150
5055272,144,3,2,2,151
5065897,11,3,2,1,17
5068087,206,5,5,4,220
5070515,89,47,2,1,139
5074472,50,59,14,26,149
5080204,64,54,3,1,122
5091524,48,23,19,3,93
5093894,24,3,2,3,32
5124690,90,3,2,1,96
5129404,123,13,2,2,140
5152831,13,7,2,1,23
5158931,87,20,28,2,137
5169272,159,3,2,1,165
5170054,85,12,3,4,104
5175664,91,3,2,8,104
5182376,10,6,2,1,19
5185167,99,14,2,10,125
5186546,24,3,2,5,34
5216982,36,44,2,10,92
5226604,61,15,3,6,85
5228616,10,3,2,3,18
5230017,23,13,2,1,39
5231104,75,65,8,12,160
5235797,116,15,2,2,135
5240049,12,3,2,3,20
5246730,18,17,2,1,38
5248795,20,60,2,1,83
5276388,30,29,17,1,77
5288944,15,3,2,1,21
5301980,20,9,2,1,32
5311968,20,3,2,2,27
5316484,14,13,2,1,30
5327806,11,9,2,1,23
5342521,109,21,99,1,230
5350616,23,40,2,1,66
5352574,101,7,2,1,111
5353116,68,3,2,1,74
5356122,168,3,2,9,182
5361366,55,3,2,1,61
5364731,12,6,2,1,21
5367144,10,7,2,1,20
5383633,14,39,2,2,57
5401753,53,8,2,1,64
5403921,49,32,38,3,122
5407900,80,15,2,6,103
5408543,11,3,2,1,17
5420820,28,15,3,1,47
5429501,21,3,2,1,27
5431767,74,3,2,1,80
5434155,58,11,2,4,75
5449796,71,5,31,3,110
5463882,38,3,2,1,44
5468334,14,14,2,1,31
5471074,28,3,2,1,34
5512484,12,3,2,1,18
5538315,57,29,14,25,125
5545798,10,5,2,1,18
5574319,40,38,25,11,114
5587535,35,44,63,19,161
5589358,118,27,2,35,182
5595127,37,11,2,2,52
5596776,23,83,2,2,110
5614068,10,27,2,1,40
5636245,151,5,2,2,160
5645546,140,28,2,1,171
5655974,98,3,2,1,104
5667886,312,7,2,31,352
5674387,43,3,2,1,49
5694082,61,18,57,40,176
5715024,67,6,13,12,98
5715982,14,3,2,4,23
5719245,11,3,2,1,17
5722959,14,4,2,2,22
5733390,73,4,2,5,84
5743574,34,3,2,1,40
5743680,46,17,2,1,66
5768343,45,51,13,7,116
5781981,169,13,51,10,243
5787637,14,5,2,1,22
5797901,20,11,2,1,34
5821116,29,14,2,1,46
5838950,10,3,2,9,24
5879207,130,11,26,11,178
5891509,92,3,2,1,98
5891798,168,11,2,5,186
5897615,40,44,10,15,109
5898819,17,6,2,1,26
5904781,48,3,2,1,54
5921933,158,8,2,15,183
5929366,145,18,11,20,194
5936225,33,22,2,2,59
5938792,60,3,2,1,66
5947139,109,34,2,9,154
5959999,19,3,2,6,30
5960310,14,3,2,1,20
5962547,173,45,33,5,256
5963289,12,3,2,3,20
5988584,127,63,68,51,309
5996230,14,7,2,5,28
6005129,44,11,23,2,80
6027462,137,16,40,10,203
6028466,13,3,2,1,19
6053411,15,3,2,1,21
6066463,76,3,2,2,83
6088443,90,34,97,22,243
6095023,95,3,2,26,126
6100366,49,61,5,1,116
6101146,94,7,2,15,118
6106396,16,3,2,2,23
6123151,81,50,39,11,181
6126487,109,3,2,1,115
6134783,28,27,5,7,67
6134834,92,3,2,1,98
6147352,25,3,2,8,38
6148334,96,16,13,1,126
6173192,39,26,33,8,106
6173817,67,26,2,1,96
6183510,16,3,2,1,22
6190226,114,3,2,1,120
6199884,158,9,65,2,234
6218314,74,7,2,1,84
6221087,49,18,3,2,72
6221915,91,13,47,40,191
6228684,48,9,2,3,62
6229044,65,52,57,9,183
6232238,20,28,2,4,54
6246082,27,6,2,6,41
6259914,50,18,12,1,81
6265388,13,3,2,3,21
6269892,10,22,2,1,35
6275875,13,12,2,8,35
6281037,75,26,4,1,106
6305036,23,19,4,1,47
6321999,51,3,2,5,61
6337996,33,6,2,1,42
6340164,62,79,3,2,146
6344404,20,3,2,1,26
6346173,20,88,3,3,114
6352345,98,50,10,65,223
6354617,94,64,3,19,180
6364895,12,3,2,1,18
6373229,67,62,18,21,168
6374960,10,5,2,4,21
6383760,14,3,2,1,20
6383764,92,3,2,1,98
6390442,70,3,2,11,86
6398052,85,8,2,2,97
6403461,32,3,2,1,38
6410290,209,5,73,3,290
6431994,93,35,52,9,189
6438306,45,3,2,1,51
6438667,101,8,18,4,131
6459162,18,46,2,1,67
6460103,87,4,3,4,98
6463170,71,3,26,2,102
6475662,42,21,63,1,127
6478944,33,3,2,1,39
6493738,64,28,27,11,130
6502096,31,18,2,6,57
6503980,16,3,2,1,22
6512107,45,4,2,8,59
6518878,73,8,9,3,93
6534580,32,3,2,2,39
6545851,49,3,2,1,55
6556738,13,3,2,1,19
6570701,342,3,2,11,358
6590792,27,3,2,1,33
6617637,54,80,26,11,171
6618876,36,6,2,5,49
6621006,58,3,2,2,65
6631179,17,9,7,1,34
6634044,67,40,9,18,134
6649083,25,42,2,9,78
6651015,122,3,2,1,128
6663310,27,3,2,1,33
6664932,26,3,2,1,32
6670408,53,17,32,1,103
6684287,16,3,2,1,22
6696584,156,46,2,40,244
6699456,27,3,2,3,35
6706133,14,17,5,1,37
6719604,43,16,59,28,146
6721301,129,7,2,5,143
6730610,86,3,2,1,92
6766196,30,3,2,1,36
6771829,10,42,11,1,64
6772934,136,19,49,2,206
6782232,87,3,2,1,93
6794044,27,3,2,1,33
6813931,38,7,2,4,51
6818724,11,3,2,1,17
6820319,48,33,36,12,129
6827523,155,3,2,6,166
6829794,97,3,2,6,108
6847104,83,6,19,1,109
6851012,51,3,2,1,57
6856487,72,32,15,5,124
6877624,34,40,2,1,77
6881969,39,27,3,6,75
6882571,23,3,2,2,30
6885806,10,10,2,2,24
6891696,77,6,4,9,96
6892180,64,18,9,14,105
6933198,22,11,2,9,44
6969621,99,6,2,1,108
6978906,79,13,4,1,97
6986636,41,42,2,2,87
7004737,110,13,79,5,207
7005599,17,3,2,1,23
7030482,121,22,99,2,244
7034417,41,41,49,1,132
7034794,18,3,2,1,24
7048498,58,42,5,6,111
7058270,38,3,2,4,47
7065182,23,27,19,23,92
7065770,99,17,2,1,119
7069081,74,26,68,2,170
7070072,87,3,2,1,93
7080415,23,3,23,4,53
7087031,11,6,2,1,20
7093989,152,66,6,7,231
7103845,193,17,2,8,220
7104586,73,3,4,1,81
7115287,58,3,2,10,73
7115651,29,3,5,10,47
7119926,12,14,2,1,29
7123554,42,51,12,2,107
7144697,427,3,2,3,435
7154773,88,24,3,1,116
7155167,643,3,2,79,727
7172443,30,22,3,7,62
7182917,100,3,2,3,108
7186759,49,19,21,2,91
7187918,28,3,2,1,34
7188621,62,22,13,3,100
7195775,161,3,2,1,167
7210140,75,32,23,11,141
7221235,85,22,30,10,147
7224231,10,5,2,1,18
7231409,102,22,22,1,147
7235558,11,3,2,1,17
7239570,14,3,2,1,20
7242727,50,87,2,25,164
7242878,44,8,24,2,78
7264898,70,18,74,1,163
7266002,87,3,2,1,93
7273827,71,16,48,1,136
7279774,75,31,2,3,111
7280982,24,9,2,1,36
7290296,113,40,2,1,156
7304866,111,15,42,5,173
7307561,58,4,2,2,66
7308758,48,21,2,2,73
7324007,39,33,41,1,114
7330675,29,9,24,4,66
7346679,10,4,2,1,17
7379222,73,22,2,1,98
7388564,80,3,2,4,89
7395571,17,37,2,1,57
7399103,175,30,19,8,232
7402273,23,10,8,11,52
7416272,87,9,57,12,165
7416531,59,3,2,15,79
7424109,11,3,2,4,20
7428848,41,8,5,3,57
7438406,61,6,6,14,87
7452129,146,10,2,1,159
7452409,49,3,2,15,69
7457277,156,35,19,9,219
7465736,73,26,2,11,112
7476155,19,34,12,6,71
7477917,63,3,2,15,83
7479601,212,3,2,11,228
7480269,194,4,35,6,239
7483083,88,23,61,23,195
7491834,154,21,18,1,194
7498788,93,3,2,1,99
7509526,60,36,26,30,152
7541689,127,16,2,9,154
7550360,24,45,14,1,84
7556686,68,5,2,1,76
7560277,81,20,34,14,149
7575850,59,3,2,1,65
7580976,14,3,2,1,20
7586100,46,39,21,4,110
7611633,79,5,2,2,88
7634208,25,24,6,1,56
7635396,47,68,32,26,173
7638889,17,14,2,18,51
7657640,55,63,14,47,179
7663830,31,16,10,1,58
7681060,134,17,2,5,158
7689318,109,78,46,6,239
7690868,16,22,14,1,53
7694791,15,3,2,6,26
7695234,150,16,137,28,331
7708908,10,26,2,1,39
7724595,53,3,2,9,67
7729185,125,37,91,1,254
7756882,55,11,7,2,75
7757891,77,23,26,1,127
7759078,11,3,2,1,17
7759422,49,48,12,58,167
7759552,91,29,14,11,145
7760977,48,3,49,18,118
7761004,66,10,2,2,80
7794711,31,26,2,22,81
7807689,32,30,2,1,65
7811192,43,31,2,10,86
7816193,41,46,45,2,134
7820689,16,18,2,1,37
7826559,11,6,6,2,25
7835547,76,3,2,1,82
7844415,60,69,30,34,193
7857307,127,35,18,10,190
7862905,111,40,3,1,155
7890757,110,34,7,1,152
7897148,14,3,2,3,22
7907767,10,3,2,2,17
7908447,40,10,2,9,61
7910200,80,3,2,2,87
7918256,49,22,32,11,114
7919698,96,26,18,16,156
7944786,50,33,29,2,114
7953271,231,14,3,7,255
7963789,48,66,48,13,175
7994079,172,14,5,3,194
8008082,14,3,2,1,20
8026799,12,16,2,1,31
8039613,59,10,18,8,95
8043273,14,3,2,1,20
8050024,38,8,4,14,64
8064237,167,16,26,15,224
8073519,10,3,2,3,18
8118392,32,75,2,2,111
8137415,228,3,2,3,236
8141472,25,3,2,6,36
8153534,93,3,2,2,100
8164316,92,6,16,1,115
8167863,130,31,57,17,235
8173977,32,3,2,1,38
8183982,31,57,14,1,103
8192851,26,18,2,3,49
8198209,81,59,7,4,151
8209540,22,27,3,1,53
8215033,10,22,2,2,36
8227150,63,3,2,1,69
8245031,161,22,18,4,205
8246886,22,17,10,1,50
8253932,10,5,2,5,22
8254894,19,3,2,1,25
8257435,64,19,26,5,114
8272368,17,15,2,1,35
8282820,106,19,21,9,155
8289507,21,18,2,1,42
8295548,55,8,2,2,67
8303507,12,3,2,2,19
8305532,15,7,2,1,25
8306146,40,19,6,14,79
8310189,111,18,66,16,211
8312264,21,26,14,1,62
8322088,20,10,8,8,46
8348377,52,23,2,5,82
8364014,22,16,2,1,41
8367987,61,72,11,2,146
8370909,17,15,2,1,35
8385164,92,3,2,1,98
8401887,53,7,2,3,65
8405924,199,12,22,1,234
8410472,10,9,2,1,22
8420320,14,25,8,13,60
8424745,91,3,2,1,97
8425580,10,3,2,5,20
8438917,47,22,2,1,72
8441940,11,3,2,1,17
8449363,39,30,72,103,244
8453047,91,3,2,1,97
8454318,16,5,2,8,31
8455051,438,3,2,14,457
8458364,101,3,2,1,107
8463589,80,13,22,3,118
8472149,135,3,2,1,141
8482352,194,5,2,1,202
8492312,13,11,2,2,28
8496831,90,3,2,1,96
8504011,143,35,62,20,260
8536262,85,6,5,7,103
8538856,44,3,3,1,51
8539614,75,3,2,1,81
8550962,19,9,3,5,36
8555152,64,3,2,1,70
8558875,53,6,4,2,65
8559796,140,22,20,14,196
8575315,30,21,6,5,62
8578369,222,8,3,1,234
8600924,11,3,2,1,17
8604621,201,7,2,20,230
8608115,94,9,74,29,206
8617930,15,3,2,1,21
8631462,88,9,6,1,104
8639110,145,3,2,2,152
8639606,18,7,2,8,35
8645509,75,23,155,18,271
8657894,17,3,2,1,23
8664217,56,73,3,1,133
8689676,133,40,2,1,176
8704979,12,4,2,1,19
8728944,27,56,7,3,93
8742169,153,3,2,2,160
8748134,47,57,5,2,111
8758138,56,4,2,5,67
8770274,31,3,2,1,37
8772850,88,21,20,14,143
8778223,83,35,2,2,122
8783235,130,33,3,21,187
8791851,59,9,40,13,121
8800843,59,25,31,3,118
8803556,49,27,16,21,113
8806327,67,3,2,1,73
8814459,150,39,2,1,192
8818024,33,14,34,1,82
8821206,52,29,25,1,107
8822161,80,25,2,1,108
8839132,14,3,2,1,20
8840705,78,52,17,18,165
8847866,30,30,2,4,66
8853248,121,6,2,8,137
8895425,87,13,2,1,103
8901610,123,27,13,8,171
8902283,44,3,2,6,55
8910108,27,15,6,5,53
8915310,103,3,2,2,110
8921514,48,27,16,29,120
8934699,18,3,2,2,25
8940170,123,73,45,2,243
8968500,17,6,2,1,26
8992829,65,22,17,63,167
8996356,21,3,2,1,27
9008446,59,60,3,3,125
9024725,32,56,21,1,110
9025421,109,90,22,11,232
9041487,13,5,5,1,24
