ID,CNT_TBM,CNT_ATM,CNT_POS,CNT_CSC,CNT_TOT
15998,117.0,4.0,38.0,5.0,164.0
32920,20.0,8.0,2.0,1.0,31.0
52226,14.0,19.0,2.0,1.0,36.0
24891,176.0,42.0,36.0,4.0,258.0
30664,48.0,3.0,2.0,11.0,64.0
89070,96.0,3.0,2.0,1.0,102.0
55356,26.0,5.0,4.0,1.0,36.0
18808,106.0,17.0,47.0,3.0,173.0
9461,33.0,14.0,18.0,3.0,68.0
74111,56.0,7.0,12.0,8.0,83.0
80635,42.0,82.06801162,7.0,43.06978837,328.0
26720,38.0,11.0,14.0,2.0,65.0
15239,78.0,65.0,74.12481095,1.0,223.0
91632,80.0,20.0,42.0,26.0,168.0
26480,63.0,22.0,2.0,7.0,94.0
24199,318.0,54.0,6.0,15.0,393.0
9750,21.0,10.0,2.0,1.0,34.0
54154,54.0,82.06801162,8.0,1.0,240.0
77708,55.0,15.0,2.0,1.0,73.0
78023,28.0,3.0,2.0,4.0,37.0
29568,44.0,49.0,34.0,5.0,132.0
17799,33.0,8.0,2.0,6.0,49.0
88799,72.0,22.0,3.0,4.0,101.0
59522,63.0,30.0,2.0,1.0,96.0
27686,11.0,3.0,2.0,1.0,17.0
98621,241.0,15.0,2.0,3.0,261.0
1265,10.0,3.0,2.0,3.0,18.0
6146,20.0,12.0,20.0,1.0,53.0
34209,77.0,17.0,74.12481095,12.0,198.0
98201,50.0,3.0,2.0,1.0,56.0
14744,10.0,3.0,2.0,2.0,17.0
57053,13.0,3.0,2.0,1.0,19.0
57498,17.0,3.0,2.0,1.0,23.0
93314,167.0,6.0,29.0,22.0,224.0
15172,11.0,6.0,2.0,1.0,20.0
77099,58.0,9.0,2.0,1.0,70.0
30676,130.0,8.0,2.0,12.0,152.0
40751,27.0,25.0,41.0,15.0,108.0
6367,163.0,25.0,2.0,10.0,200.0
91730,36.0,26.0,2.0,7.0,71.0
80954,13.0,3.0,2.0,2.0,20.0
1276,90.0,3.0,2.0,27.0,122.0
91659,29.0,62.0,66.0,12.0,169.0
20664,68.0,23.0,2.0,19.0,112.0
99783,29.0,11.0,13.0,4.0,57.0
38271,46.0,3.0,4.0,1.0,54.0
51612,118.0,15.0,3.0,1.0,137.0
45250,75.0,45.0,2.0,5.0,127.0
93623,65.0,10.0,10.0,43.06978837,140.0
82859,288.0,3.0,2.0,3.0,296.0
47042,81.0,3.0,2.0,1.0,87.0
33299,45.0,7.0,2.0,1.0,55.0
94651,19.0,33.0,2.0,12.0,66.0
63224,33.0,7.0,16.0,8.0,64.0
60652,53.0,3.0,2.0,3.0,61.0
68307,103.0,30.0,2.0,43.06978837,218.0
37966,179.0,4.0,2.0,3.0,188.0
36198,42.0,25.0,8.0,1.0,76.0
70275,95.0,3.0,2.0,2.0,102.0
68845,137.0,3.0,53.0,43.06978837,246.0
3742,105.0,82.06801162,8.0,23.0,306.0
6904,25.0,3.0,2.0,1.0,31.0
5245,206.0,3.0,2.0,1.0,212.0
60677,371.59943230000005,3.0,2.0,22.0,446.3551916
77331,65.0,22.0,20.0,1.0,108.0
56583,117.0,5.0,13.0,34.0,169.0
44185,29.0,3.0,2.0,1.0,35.0
55894,55.0,19.0,43.0,8.0,125.0
99246,285.0,20.0,10.0,3.0,318.0
57613,46.0,26.0,5.0,2.0,79.0
35574,51.0,3.0,2.0,25.0,81.0
94782,11.0,3.0,2.0,1.0,17.0
56640,46.0,3.0,2.0,3.0,54.0
734,53.0,17.0,32.0,1.0,103.0
13399,93.0,3.0,15.0,7.0,118.0
71038,19.0,3.0,2.0,1.0,25.0
58712,114.0,52.0,2.0,2.0,170.0
8593,31.0,24.0,2.0,1.0,58.0
61239,67.0,23.0,2.0,4.0,96.0
70985,31.0,37.0,9.0,7.0,84.0
75971,39.0,45.0,2.0,2.0,88.0
75315,48.0,33.0,2.0,2.0,85.0
84077,106.0,3.0,2.0,1.0,112.0
11257,116.0,11.0,2.0,6.0,135.0
31811,65.0,3.0,2.0,1.0,71.0
29935,45.0,53.0,2.0,1.0,101.0
78727,62.0,3.0,2.0,1.0,68.0
97754,93.0,39.0,2.0,1.0,135.0
57456,13.0,3.0,2.0,1.0,19.0
76799,50.0,3.0,2.0,1.0,56.0
72954,20.0,43.0,29.0,1.0,93.0
11597,169.0,23.0,7.0,1.0,200.0
27639,128.0,4.0,2.0,12.0,146.0
23017,98.0,18.0,74.12481095,18.0,228.0
75523,13.0,11.0,3.0,12.0,39.0
6546,21.0,5.0,2.0,1.0,29.0
84859,119.0,3.0,2.0,5.0,129.0
32939,79.0,11.0,2.0,6.0,98.0
60553,17.0,13.0,3.0,1.0,34.0
36946,91.0,20.0,2.0,1.0,114.0
72235,121.0,26.0,43.0,20.0,210.0
74119,35.0,65.0,6.0,1.0,107.0
90576,12.0,3.0,2.0,2.0,19.0
5727,74.0,33.0,74.12481095,43.06978837,248.0
31289,34.0,7.0,25.0,1.0,67.0
52648,64.0,3.0,2.0,1.0,70.0
81435,30.0,6.0,23.0,13.0,72.0
92627,57.0,15.0,5.0,1.0,78.0
74161,17.0,3.0,2.0,2.0,24.0
63692,28.0,8.0,2.0,1.0,39.0
94203,31.0,18.0,11.0,1.0,61.0
61903,90.0,37.0,50.0,5.0,182.0
49578,75.0,3.0,2.0,1.0,81.0
23382,12.0,5.0,2.0,1.0,20.0
73066,78.0,15.0,74.12481095,7.0,184.0
86134,10.0,24.0,2.0,1.0,37.0
75099,30.0,3.0,2.0,3.0,38.0
81346,64.0,3.0,2.0,1.0,70.0
76337,22.0,32.0,6.0,1.0,61.0
56880,94.0,4.0,2.0,1.0,101.0
63669,36.0,3.0,3.0,15.0,57.0
81418,25.0,3.0,11.0,10.0,49.0
6243,124.0,3.0,2.0,5.0,134.0
32698,12.0,3.0,2.0,1.0,18.0
42495,25.0,3.0,2.0,1.0,31.0
39477,121.0,23.0,3.0,1.0,148.0
22910,124.0,35.0,2.0,12.0,173.0
17777,92.0,5.0,16.0,8.0,121.0
23165,55.0,23.0,20.0,4.0,102.0
84740,22.0,20.0,29.0,1.0,72.0
70849,37.0,4.0,2.0,9.0,52.0
93433,73.0,7.0,2.0,2.0,84.0
55176,77.0,3.0,2.0,3.0,85.0
49011,86.0,25.0,2.0,3.0,116.0
21549,155.0,21.0,30.0,3.0,209.0
35724,26.0,3.0,2.0,1.0,32.0
76341,50.0,58.0,3.0,12.0,123.0
67662,225.0,3.0,2.0,37.0,267.0
3724,47.0,3.0,7.0,3.0,60.0
71798,12.0,5.0,2.0,1.0,20.0
92283,130.0,3.0,2.0,1.0,136.0
86173,30.0,4.0,11.0,4.0,49.0
1972,17.0,3.0,11.0,1.0,32.0
39060,48.0,14.0,4.0,4.0,70.0
39110,11.0,8.0,2.0,1.0,22.0
89539,27.0,10.0,2.0,3.0,42.0
63291,23.0,49.0,3.0,1.0,76.0
61297,12.0,4.0,2.0,1.0,19.0
83359,76.0,3.0,2.0,1.0,82.0
60949,79.0,41.0,4.0,2.0,126.0
91045,108.0,57.0,41.0,8.0,214.0
52498,45.0,58.0,68.0,4.0,175.0
86462,70.0,3.0,2.0,21.0,96.0
60012,19.0,14.0,2.0,10.0,45.0
9895,371.59943230000005,3.0,2.0,8.0,397.0
76993,28.0,3.0,2.0,1.0,34.0
76293,47.0,3.0,3.0,5.0,58.0
9525,37.0,17.0,6.0,5.0,65.0
82255,16.0,3.0,2.0,5.0,26.0
14000,10.0,6.0,2.0,1.0,19.0
41691,43.0,8.0,3.0,1.0,55.0
32474,55.0,35.0,68.0,3.0,161.0
14607,72.0,53.0,3.0,7.0,135.0
30286,27.0,27.0,2.0,1.0,57.0
50343,13.0,15.0,2.0,1.0,31.0
46723,195.0,3.0,2.0,6.0,206.0
43377,27.0,35.0,2.0,5.0,69.0
67571,114.0,20.0,2.0,4.0,140.0
4921,23.0,4.0,2.0,5.0,34.0
510,74.0,15.0,2.0,5.0,96.0
10950,181.0,17.0,12.0,17.0,227.0
16522,88.0,3.0,2.0,1.0,94.0
96498,139.0,10.0,2.0,4.0,155.0
85208,64.0,4.0,2.0,8.0,78.0
75211,27.0,3.0,2.0,1.0,33.0
34349,62.0,4.0,2.0,26.0,94.0
4065,180.0,51.0,24.0,16.0,271.0
72400,47.0,16.0,3.0,43.06978837,114.0
77397,120.0,3.0,2.0,10.0,135.0
80760,47.0,7.0,2.0,1.0,57.0
34145,17.0,32.0,7.0,6.0,62.0
19930,35.0,11.0,3.0,27.0,76.0
9330,22.0,21.0,2.0,2.0,47.0
43186,67.0,14.0,26.0,1.0,108.0
87793,19.0,6.0,2.0,5.0,32.0
63703,15.0,8.0,2.0,1.0,26.0
70105,87.0,27.0,74.12481095,8.0,233.0
91207,20.0,3.0,2.0,11.0,36.0
22758,11.0,3.0,2.0,1.0,17.0
7822,17.0,3.0,2.0,1.0,23.0
49417,138.0,15.0,5.0,1.0,159.0
14213,58.0,5.0,3.0,1.0,67.0
88392,69.0,18.0,74.12481095,24.0,194.0
27035,138.0,28.0,67.0,1.0,234.0
64245,45.0,14.0,7.0,5.0,71.0
93937,28.0,3.0,2.0,1.0,34.0
60594,49.0,15.0,17.0,20.0,101.0
16787,17.0,15.0,2.0,7.0,41.0
27299,10.0,3.0,2.0,2.0,17.0
11457,94.0,19.0,31.0,2.0,146.0
66904,83.0,45.0,74.12481095,3.0,213.0
64789,35.0,33.0,2.0,6.0,76.0
23678,92.0,3.0,2.0,8.0,105.0
76428,48.0,24.0,2.0,4.0,78.0
97808,11.0,5.0,2.0,1.0,19.0
77010,43.0,22.0,2.0,11.0,78.0
44528,95.0,21.0,2.0,5.0,123.0
86011,15.0,10.0,5.0,1.0,31.0
79126,127.0,3.0,2.0,2.0,134.0
88180,102.0,52.0,2.0,4.0,160.0
73260,50.0,3.0,2.0,15.0,70.0
60091,123.0,32.0,58.0,10.0,223.0
55879,23.0,17.0,20.0,1.0,61.0
29903,34.0,3.0,2.0,1.0,40.0
12705,36.0,34.0,22.0,5.0,97.0
95204,45.0,44.0,25.0,2.0,116.0
98895,11.0,3.0,2.0,2.0,18.0
54509,124.0,82.06801162,55.0,3.0,290.0
25222,63.0,18.0,6.0,27.0,114.0
16074,11.0,3.0,2.0,1.0,17.0
18328,109.0,5.0,2.0,2.0,118.0
35694,151.0,3.0,2.0,5.0,161.0
30438,147.0,37.0,7.0,1.0,192.0
20765,12.0,4.0,2.0,1.0,19.0
14361,14.0,3.0,2.0,1.0,20.0
9166,28.0,3.0,2.0,1.0,34.0
28263,19.0,24.0,2.0,1.0,46.0
654,12.0,3.0,2.0,3.0,20.0
54690,79.0,24.0,2.0,13.0,118.0
76057,17.0,21.0,2.0,1.0,41.0
28476,23.0,24.0,2.0,16.0,65.0
3003,104.0,17.0,2.0,1.0,124.0
66646,371.59943230000005,3.0,2.0,6.0,446.3551916
48865,92.0,36.0,11.0,7.0,146.0
38721,126.0,60.0,20.0,8.0,214.0
34705,151.0,3.0,2.0,3.0,159.0
29822,103.0,9.0,2.0,1.0,115.0
71407,61.0,3.0,2.0,4.0,70.0
46655,34.0,30.0,2.0,1.0,67.0
81030,81.0,3.0,2.0,1.0,87.0
55321,75.0,10.0,2.0,1.0,88.0
38648,86.0,3.0,2.0,1.0,92.0
10823,24.0,8.0,2.0,2.0,36.0
97945,23.0,8.0,9.0,1.0,41.0
83224,34.0,9.0,2.0,3.0,48.0
74862,83.0,3.0,2.0,1.0,89.0
64255,30.0,15.0,2.0,2.0,49.0
90211,151.0,3.0,2.0,1.0,157.0
7109,30.0,26.0,13.0,8.0,77.0
56602,11.0,5.0,2.0,4.0,22.0
301,28.0,17.0,10.0,5.0,60.0
53434,137.0,55.0,8.0,10.0,210.0
98015,129.0,51.0,74.12481095,43.06978837,328.0
32851,156.0,3.0,2.0,1.0,162.0
34233,23.0,26.0,9.0,5.0,63.0
90719,16.0,14.0,2.0,1.0,33.0
71054,81.0,33.0,15.0,2.0,131.0
85502,101.0,59.0,10.0,2.0,172.0
94597,37.0,3.0,2.0,1.0,43.0
22721,32.0,23.0,12.0,2.0,69.0
3455,13.0,3.0,2.0,1.0,19.0
82096,194.0,3.0,2.0,7.0,206.0
65852,20.0,27.0,3.0,5.0,55.0
31400,17.0,22.0,4.0,9.0,52.0
96225,258.0,24.0,2.0,8.0,292.0
35482,85.0,3.0,2.0,6.0,96.0
19819,106.0,3.0,2.0,1.0,112.0
53022,73.0,67.0,2.0,1.0,143.0
18560,11.0,65.0,2.0,1.0,79.0
42716,12.0,3.0,2.0,1.0,18.0
85431,68.0,41.0,4.0,8.0,121.0
62610,175.0,15.0,2.0,2.0,194.0
47095,26.0,4.0,2.0,2.0,34.0
72049,54.0,30.0,5.0,43.06978837,155.0
63109,68.0,33.0,28.0,24.0,153.0
62919,48.0,3.0,2.0,1.0,54.0
57357,128.0,3.0,2.0,1.0,134.0
22990,19.0,4.0,2.0,1.0,26.0
64362,54.0,10.0,9.0,7.0,80.0
32173,127.0,3.0,2.0,4.0,136.0
36360,15.0,3.0,2.0,1.0,21.0
95814,70.0,20.0,17.0,3.0,110.0
91548,10.0,4.0,2.0,1.0,17.0
18533,51.0,8.0,2.0,1.0,62.0
53454,53.0,53.0,56.0,16.0,178.0
80973,225.0,11.0,27.0,2.0,265.0
40523,42.0,3.0,2.0,1.0,48.0
49436,80.0,3.0,39.0,2.0,124.0
23335,47.0,82.0,2.0,14.0,145.0
77500,23.0,3.0,2.0,9.0,37.0
63231,24.0,29.0,3.0,1.0,57.0
33811,48.0,39.0,2.0,2.0,91.0
77494,12.0,3.0,2.0,1.0,18.0
54414,47.0,4.0,11.0,43.0,105.0
90831,59.0,6.0,2.0,2.0,69.0
24457,88.0,3.0,15.0,4.0,110.0
11736,110.0,3.0,2.0,4.0,119.0
19063,195.0,3.0,2.0,9.0,209.0
71446,38.0,40.0,2.0,1.0,81.0
91949,61.0,42.0,20.0,14.0,137.0
40754,42.0,17.0,35.0,12.0,106.0
38446,163.0,13.0,2.0,1.0,179.0
39857,96.0,3.0,2.0,1.0,102.0
61446,112.0,35.0,74.12481095,43.06978837,295.0
14960,165.0,3.0,2.0,2.0,172.0
62318,26.0,3.0,2.0,1.0,32.0
79212,156.0,3.0,2.0,3.0,164.0
53389,24.0,17.0,2.0,1.0,44.0
92547,31.0,17.0,7.0,1.0,56.0
51048,42.0,25.0,6.0,1.0,74.0
8200,40.0,7.0,2.0,1.0,50.0
63486,57.0,9.0,2.0,1.0,69.0
37315,79.0,11.0,3.0,9.0,102.0
48006,28.0,14.0,2.0,1.0,45.0
35994,46.0,24.0,4.0,7.0,81.0
4189,57.0,6.0,3.0,1.0,67.0
70407,40.0,17.0,4.0,4.0,65.0
98588,17.0,8.0,2.0,1.0,28.0
21381,13.0,3.0,2.0,1.0,19.0
22301,45.0,12.0,16.0,15.0,88.0
65839,18.0,19.0,8.0,7.0,52.0
37237,99.0,23.0,14.0,4.0,140.0
7320,371.59943230000005,4.0,2.0,16.0,446.3551916
36496,58.0,21.0,6.0,10.0,95.0
11081,64.0,6.0,13.0,33.0,116.0
71133,30.0,30.0,9.0,4.0,73.0
36501,68.0,64.0,74.12481095,2.0,291.0
18774,16.0,19.0,2.0,1.0,38.0
7427,10.0,23.0,2.0,1.0,36.0
26915,27.0,11.0,4.0,11.0,53.0
50493,48.0,28.0,2.0,22.0,100.0
87039,197.0,22.0,3.0,2.0,224.0
45135,13.0,13.0,2.0,1.0,29.0
70253,99.0,3.0,2.0,1.0,105.0
64606,51.0,3.0,2.0,1.0,57.0
65905,93.0,3.0,2.0,1.0,99.0
33576,19.0,7.0,2.0,1.0,29.0
12151,50.0,61.0,2.0,1.0,114.0
1950,66.0,12.0,2.0,3.0,83.0
15128,45.0,3.0,2.0,16.0,66.0
49306,22.0,3.0,2.0,8.0,35.0
81210,47.0,3.0,27.0,1.0,78.0
74858,36.0,31.0,38.0,6.0,111.0
77274,96.0,21.0,4.0,1.0,122.0
69383,87.0,3.0,2.0,2.0,94.0
84367,166.0,46.0,67.0,3.0,282.0
89914,28.0,41.0,13.0,9.0,91.0
51453,48.0,16.0,20.0,15.0,99.0
51184,200.0,3.0,2.0,1.0,206.0
77252,73.0,24.0,2.0,1.0,100.0
43640,75.0,7.0,3.0,13.0,98.0
64257,14.0,3.0,14.0,43.06978837,78.0
99,54.0,36.0,37.0,19.0,146.0
36095,49.0,22.0,15.0,1.0,87.0
27570,118.0,17.0,5.0,3.0,143.0
2425,110.0,3.0,11.0,3.0,127.0
63247,99.0,3.0,2.0,13.0,117.0
58429,38.0,8.0,7.0,2.0,55.0
55924,59.0,23.0,74.12481095,33.0,228.0
98092,48.0,3.0,2.0,3.0,56.0
39724,21.0,14.0,10.0,1.0,46.0
33265,58.0,10.0,2.0,1.0,71.0
12359,17.0,10.0,2.0,1.0,30.0
7033,12.0,3.0,2.0,1.0,18.0
66727,13.0,5.0,2.0,1.0,21.0
600,53.0,8.0,2.0,1.0,64.0
4395,11.0,3.0,2.0,1.0,17.0
23603,106.0,24.0,30.0,37.0,197.0
7723,139.0,3.0,2.0,17.0,161.0
95141,12.0,3.0,2.0,1.0,18.0
44436,35.0,18.0,2.0,7.0,62.0
12946,34.0,35.0,8.0,2.0,79.0
36495,147.0,82.06801162,59.0,10.0,308.0
88993,14.0,3.0,2.0,1.0,20.0
21205,21.0,8.0,2.0,1.0,32.0
64980,81.0,28.0,34.0,3.0,146.0
62539,168.0,27.0,2.0,27.0,224.0
31404,93.0,11.0,2.0,2.0,108.0
62213,146.0,9.0,42.0,1.0,198.0
11913,12.0,7.0,2.0,1.0,22.0
30899,99.0,22.0,20.0,6.0,147.0
52502,11.0,3.0,2.0,1.0,17.0
72732,53.0,14.0,9.0,5.0,81.0
18573,84.0,56.0,3.0,6.0,149.0
18015,101.0,13.0,2.0,8.0,124.0
12543,80.0,17.0,24.0,3.0,124.0
76622,74.0,59.0,74.12481095,15.0,233.0
99477,10.0,7.0,2.0,1.0,20.0
99579,66.0,41.0,14.0,12.0,133.0
64393,55.0,7.0,20.0,12.0,94.0
4925,158.0,9.0,15.0,2.0,184.0
32316,371.59943230000005,3.0,2.0,6.0,396.0
41836,35.0,22.0,2.0,7.0,66.0
64839,85.0,25.0,2.0,1.0,113.0
87923,13.0,3.0,2.0,1.0,19.0
80579,82.0,3.0,2.0,1.0,88.0
49031,56.0,57.0,19.0,4.0,136.0
80240,112.0,10.0,2.0,43.06978837,188.0
93611,112.0,56.0,34.0,8.0,210.0
77018,136.0,35.0,2.0,1.0,174.0
85193,55.0,11.0,4.0,2.0,72.0
8741,38.0,3.0,2.0,2.0,45.0
27523,91.0,3.0,2.0,1.0,97.0
1812,38.0,5.0,68.0,7.0,118.0
40811,45.0,39.0,2.0,1.0,87.0
12078,24.0,16.0,2.0,1.0,43.0
30395,24.0,9.0,9.0,40.0,82.0
56455,206.0,3.0,2.0,1.0,212.0
16406,42.0,3.0,2.0,1.0,48.0
61787,24.0,16.0,4.0,5.0,49.0
96660,220.0,9.0,6.0,1.0,236.0
56235,57.0,15.0,2.0,5.0,79.0
61275,13.0,3.0,2.0,1.0,19.0
36531,31.0,16.0,2.0,12.0,61.0
45072,59.0,27.0,2.0,2.0,90.0
36189,48.0,65.0,71.0,43.06978837,235.0
83023,92.0,19.0,12.0,13.0,136.0
86771,92.0,3.0,2.0,1.0,98.0
23684,119.0,3.0,2.0,5.0,129.0
31569,107.0,13.0,7.0,1.0,128.0
26000,31.0,3.0,2.0,5.0,41.0
30872,371.59943230000005,3.0,2.0,6.0,420.0
88807,87.0,12.0,2.0,2.0,103.0
89401,35.0,15.0,2.0,16.0,68.0
83893,116.0,9.0,2.0,3.0,130.0
87984,97.0,5.0,36.0,1.0,139.0
21440,42.0,3.0,74.12481095,1.0,133.0
69718,371.59943230000005,7.0,2.0,2.0,446.3551916
53348,58.0,13.0,2.0,1.0,74.0
90952,56.0,3.0,2.0,1.0,62.0
43346,67.0,5.0,2.0,2.0,76.0
66623,19.0,3.0,2.0,1.0,25.0
53954,371.59943230000005,3.0,2.0,43.06978837,446.3551916
28418,49.0,19.0,2.0,3.0,73.0
3920,53.0,40.0,2.0,2.0,97.0
4269,28.0,29.0,17.0,6.0,80.0
56887,172.0,3.0,2.0,3.0,180.0
4701,41.0,3.0,2.0,1.0,47.0
74175,54.0,32.0,2.0,1.0,89.0
73974,69.0,47.0,35.0,4.0,155.0
8591,17.0,3.0,2.0,1.0,23.0
80476,70.0,82.06801162,74.12481095,11.0,323.0
90168,20.0,4.0,2.0,12.0,38.0
93666,100.0,9.0,30.0,1.0,140.0
58161,81.0,25.0,74.12481095,4.0,191.0
62083,33.0,24.0,37.0,5.0,99.0
35752,204.0,3.0,2.0,30.0,239.0
23593,37.0,7.0,2.0,4.0,50.0
29049,16.0,22.0,13.0,1.0,52.0
33667,168.0,82.06801162,2.0,15.0,291.0
47097,197.0,22.0,13.0,4.0,236.0
53786,138.0,18.0,6.0,42.0,204.0
95366,13.0,3.0,2.0,1.0,19.0
17882,45.0,34.0,3.0,1.0,83.0
83077,27.0,17.0,2.0,1.0,47.0
80330,45.0,14.0,2.0,2.0,63.0
11406,35.0,3.0,2.0,1.0,41.0
96014,69.0,18.0,19.0,1.0,107.0
33864,85.0,3.0,2.0,1.0,91.0
91181,82.0,27.0,20.0,1.0,130.0
94536,51.0,9.0,35.0,3.0,98.0
1871,97.0,42.0,22.0,29.0,190.0
1429,63.0,9.0,2.0,8.0,82.0
33971,86.0,58.0,60.0,42.0,246.0
78018,49.0,3.0,2.0,1.0,55.0
1510,32.0,32.0,74.12481095,5.0,148.0
35972,115.0,41.0,8.0,5.0,169.0
44567,96.0,7.0,2.0,1.0,106.0
12467,42.0,3.0,2.0,1.0,48.0
31440,57.0,3.0,2.0,1.0,63.0
23823,32.0,3.0,2.0,12.0,49.0
87506,28.0,15.0,2.0,1.0,46.0
63788,11.0,3.0,2.0,1.0,17.0
77376,12.0,15.0,2.0,1.0,30.0
19253,87.0,3.0,2.0,8.0,100.0
4156,73.0,42.0,14.0,1.0,130.0
41455,39.0,34.0,9.0,1.0,83.0
17687,82.0,63.0,5.0,43.06978837,253.0
12045,41.0,50.0,19.0,18.0,128.0
937,101.0,3.0,2.0,1.0,107.0
53051,65.0,3.0,2.0,1.0,71.0
67982,24.0,30.0,2.0,7.0,63.0
24913,12.0,20.0,2.0,1.0,35.0
73732,29.0,53.0,28.0,13.0,123.0
36217,35.0,16.0,2.0,9.0,62.0
78804,38.0,37.0,40.0,43.06978837,163.0
33450,29.0,3.0,2.0,1.0,35.0
73531,89.0,15.0,3.0,15.0,122.0
14656,12.0,5.0,2.0,1.0,20.0
16212,24.0,27.0,6.0,5.0,62.0
26152,79.0,21.0,17.0,8.0,125.0
17249,161.0,3.0,2.0,1.0,167.0
91285,59.0,56.0,34.0,1.0,150.0
44146,99.0,3.0,2.0,1.0,105.0
37884,17.0,6.0,20.0,1.0,44.0
70614,23.0,3.0,2.0,1.0,29.0
57040,37.0,31.0,2.0,11.0,81.0
74106,11.0,5.0,2.0,1.0,19.0
18964,38.0,3.0,2.0,1.0,44.0
91958,91.0,22.0,8.0,2.0,123.0
11418,46.0,44.0,10.0,38.0,138.0
15904,11.0,3.0,2.0,1.0,17.0
16953,13.0,3.0,2.0,1.0,19.0
83496,24.0,3.0,2.0,1.0,30.0
17104,16.0,20.0,2.0,1.0,39.0
59720,115.0,32.0,43.0,1.0,191.0
16417,10.0,9.0,2.0,1.0,22.0
73969,80.0,3.0,2.0,3.0,88.0
40338,10.0,31.0,2.0,1.0,44.0
12254,20.0,5.0,2.0,1.0,28.0
36858,82.0,3.0,2.0,2.0,89.0
48869,12.0,24.0,2.0,1.0,39.0
48822,125.0,4.0,25.0,16.0,170.0
92807,43.0,52.0,32.0,25.0,152.0
15987,157.0,26.0,39.0,15.0,237.0
97662,15.0,3.0,2.0,1.0,21.0
24264,32.0,3.0,2.0,1.0,38.0
20900,206.0,48.0,2.0,22.0,278.0
20478,59.0,3.0,2.0,6.0,70.0
73785,58.0,21.0,74.12481095,29.0,227.0
76646,142.0,29.0,4.0,29.0,204.0
82651,122.0,3.0,2.0,2.0,129.0
26870,13.0,29.0,2.0,3.0,47.0
44747,45.0,10.0,3.0,15.0,73.0
66568,29.0,33.0,17.0,17.0,96.0
96049,67.0,34.0,24.0,10.0,135.0
60696,15.0,3.0,2.0,1.0,21.0
64253,56.0,7.0,3.0,38.0,104.0
97154,60.0,24.0,46.0,1.0,131.0
9009,13.0,37.0,11.0,3.0,64.0
9495,38.0,55.0,11.0,9.0,113.0
62726,12.0,3.0,2.0,1.0,18.0
10557,80.0,82.06801162,16.0,11.0,198.0
27529,64.0,21.0,18.0,3.0,106.0
21535,11.0,3.0,2.0,1.0,17.0
36282,47.0,12.0,2.0,7.0,68.0
73794,33.0,45.0,2.0,11.0,91.0
48285,130.0,56.0,38.0,22.0,246.0
24274,11.0,12.0,8.0,3.0,34.0
74630,85.0,3.0,2.0,1.0,91.0
7151,126.0,34.0,7.0,1.0,168.0
70898,99.0,34.0,8.0,1.0,142.0
60516,142.0,47.0,43.0,6.0,238.0
84382,313.0,3.0,2.0,43.06978837,373.0
19709,11.0,3.0,2.0,1.0,17.0
62880,93.0,10.0,41.0,4.0,148.0
33548,101.0,14.0,41.0,14.0,170.0
2484,149.0,45.0,11.0,3.0,208.0
4619,54.0,41.0,27.0,7.0,129.0
35196,69.0,39.0,24.0,1.0,133.0
95206,156.0,3.0,2.0,1.0,162.0
97892,74.0,3.0,2.0,6.0,85.0
44052,21.0,24.0,2.0,8.0,55.0
28305,64.0,24.0,18.0,1.0,107.0
80238,65.0,66.0,21.0,6.0,158.0
33737,149.0,3.0,2.0,2.0,156.0
9412,55.0,19.0,17.0,43.06978837,168.0
79674,79.0,23.0,12.0,1.0,115.0
