ID,CNT_TBM,CNT_ATM,CNT_POS,CNT_CSC,CNT_TOT
45085,52,4,2,1,59
93433,73,7,2,2,84
55993,307,20,2,24,353
35740,55,3,2,8,68
18560,11,65,2,1,79
31569,107,13,7,1,128
5629,33,3,2,1,39
15776,46,3,2,1,52
48081,105,14,17,4,140
62880,93,10,41,4,148
83912,38,67,63,1,169
32920,20,8,2,1,31
11581,12,4,2,1,19
86323,70,16,37,2,125
54154,54,82.06801162,8,1,240
75287,85,3,3,2,93
96652,97,39,3,6,145
82173,81,31,63,7,182
8964,108,35,28,24,195
69012,48,50,9,4,111
17508,112,3,58,2,175
52502,11,3,2,1,17
29860,135,22,22,9,188
3300,14,3,2,1,20
51638,80,13,2,1,96
84343,62,43,5,3,113
14656,12,5,2,1,20
8200,40,7,2,1,50
7125,116,3,2,4,125
43255,106,39,28,16,189
61084,97,19,52,2,170
40523,42,3,2,1,48
82096,194,3,2,7,206
24191,38,3,2,1,44
93798,65,9,39,1,114
87382,14,14,2,1,31
39869,135,43,30,1,209
1447,46,6,3,1,56
27690,11,3,2,2,18
44724,59,21,20,3,103
74541,81,3,2,1,87
10124,59,19,2,9,89
71227,31,42,23,35,131
6658,10,3,2,2,17
7939,122,24,46,5,197
22736,83,13,2,5,103
51771,57,23,9,23,112
10557,80,82.06801162,16,11,198
51255,71,33,74.12481095,15,240
87259,158,27,3,1,189
89977,139,17,74.12481095,15,271
72400,47,16,3,43.06978837,114
36536,61,10,2,3,76
32091,55,27,2,3,87
47060,11,3,2,1,17
75523,13,11,3,12,39
23013,148,8,3,3,162
14607,72,53,3,7,135
77076,11,3,2,1,17
97171,29,77,16,1,123
20843,210,3,2,18,233
41007,133,63,16,8,220
6056,10,3,2,2,17
34357,12,3,2,6,23
99477,10,7,2,1,20
29575,19,64,19,7,109
42443,72,3,2,1,78
23932,43,22,2,2,69
91924,13,5,2,1,21
32190,117,15,74.12481095,5,242
51623,42,6,43,1,92
87506,28,15,2,1,46
25976,16,3,2,1,22
76555,11,3,2,1,17
77274,96,21,4,1,122
18774,16,19,2,1,38
38096,107,8,2,8,125
6129,52,5,2,1,60
874,110,34,7,1,152
70614,23,3,2,1,29
31394,16,3,2,1,22
63486,57,9,2,1,69
18369,86,73,71,8,238
24189,34,14,11,8,67
15356,45,26,5,7,83
60677,371.5994323,3,2,22,446.3551916
86173,30,4,11,4,49
1909,35,3,2,3,43
954,201,7,2,20,230
81790,79,7,13,26,125
77376,12,15,2,1,30
55750,21,17,3,10,51
6615,37,3,2,7,49
81418,25,3,11,10,49
12078,24,16,2,1,43
39352,13,16,2,3,34
78207,31,8,2,2,43
85683,74,3,2,2,81
44890,72,18,4,3,97
73324,14,8,2,2,26
12308,46,28,17,1,92
91921,148,17,4,43.06978837,261
10737,105,7,2,2,116
94773,39,15,3,1,58
65162,39,3,17,3,62
3587,233,23,2,9,267
90708,30,3,2,1,36
16074,11,3,2,1,17
80495,72,4,2,1,79
92283,130,3,2,1,136
72049,54,30,5,43.06978837,155
43539,89,8,2,2,101
63378,184,24,5,19,232
9895,371.5994323,3,2,8,397
95749,21,8,2,1,32
82205,59,22,40,12,133
89353,81,41,2,3,127
90211,151,3,2,1,157
39060,48,14,4,4,70
17249,161,3,2,1,167
84467,21,14,2,3,40
44132,128,33,7,16,184
15904,11,3,2,1,17
22794,12,4,2,1,19
21084,79,32,2,4,117
17687,82,63,5,43.06978837,253
10823,24,8,2,2,36
62371,74,3,2,9,88
56679,13,5,2,1,21
60247,49,3,2,8,62
51870,101,82.06801162,39,9,263
74161,17,3,2,2,24
47095,26,4,2,2,34
18824,179,18,24,19,240
94486,12,6,2,2,22
80210,35,21,2,6,64
74445,88,11,58,7,164
2818,15,3,2,1,21
27035,138,28,67,1,234
67168,24,24,2,1,51
15226,62,35,42,17,156
55980,10,16,2,1,29
45808,20,24,2,1,47
97062,56,17,13,1,87
16031,168,26,70,1,265
77974,26,36,2,2,66
81111,123,29,19,12,183
53093,103,3,2,1,109
65770,97,9,19,39,164
10662,35,26,24,9,94
95366,13,3,2,1,19
37133,11,9,2,1,23
98772,13,27,2,1,43
33606,11,3,2,4,20
40338,10,31,2,1,44
80606,92,3,2,3,100
9461,33,14,18,3,68
64651,19,3,2,3,27
93611,112,56,34,8,210
11257,116,11,2,6,135
40811,45,39,2,1,87
91730,36,26,2,7,71
70105,87,27,74.12481095,8,233
89914,28,41,13,9,91
25234,33,26,16,1,76
7630,113,10,2,34,159
43103,136,40,2,1,179
6546,21,5,2,1,29
7822,17,3,2,1,23
510,74,15,2,5,96
15715,78,24,2,13,117
36698,27,18,10,3,58
31099,26,13,2,1,42
12988,106,82.06801162,34,1,244
91698,36,33,11,1,81
21151,10,72,2,6,90
48629,107,8,8,33,156
88546,51,29,16,3,99
23977,96,12,10,9,127
76057,17,21,2,1,41
85886,101,3,2,1,107
44708,13,3,2,1,19
3375,79,3,2,1,85
61889,43,9,2,10,64
58712,114,52,2,2,170
39857,96,3,2,1,102
87571,75,3,2,2,82
79238,78,4,3,1,86
81456,40,3,2,1,46
37249,10,3,2,9,24
12915,11,3,2,1,17
73066,78,15,74.12481095,7,184
11082,20,3,2,1,26
48721,33,14,18,7,72
13882,75,38,2,2,117
73430,39,18,4,3,64
18518,116,20,2,1,139
14361,14,3,2,1,20
42185,64,36,6,1,107
71054,81,33,15,2,131
28661,91,20,62,1,174
62516,29,13,2,1,45
79565,15,5,2,4,26
96333,21,4,2,1,28
4833,115,62,38,1,216
15613,64,72,7,1,144
11722,133,3,2,1,139
68320,16,3,2,1,22
68307,103,30,2,43.06978837,218
50364,95,18,57,7,177
93969,81,31,62,1,175
20664,68,23,2,19,112
53721,107,21,12,6,146
99783,29,11,13,4,57
62213,146,9,42,1,198
4887,26,3,2,1,32
54907,18,9,3,1,31
24199,318,54,6,15,393
15119,61,49,5,7,122
98557,30,20,4,1,55
18964,38,3,2,1,44
48309,64,3,2,1,70
43288,18,10,2,1,31
63291,23,49,3,1,76
80760,47,7,2,1,57
57082,52,50,8,1,111
57000,18,3,2,1,24
87039,197,22,3,2,224
61239,67,23,2,4,96
46038,90,24,13,1,128
18015,101,13,2,8,124
28390,97,8,2,11,118
7909,17,3,2,3,25
7496,16,16,7,2,41
79756,48,33,2,3,86
97945,23,8,9,1,41
54877,84,15,7,22,128
22655,54,3,2,1,60
29935,45,53,2,1,101
76195,29,7,25,1,62
33299,45,7,2,1,55
32931,17,8,2,5,32
36692,34,82.06801162,14,5,155
90952,56,3,2,1,62
31419,11,13,2,5,31
44747,45,10,3,15,73
65882,132,21,4,11,168
36189,48,65,71,43.06978837,235
75315,48,33,2,2,85
72954,20,43,29,1,93
64245,45,14,7,5,71
19066,80,3,2,1,86
80238,65,66,21,6,158
4189,57,6,3,1,67
95206,156,3,2,1,162
35378,199,8,7,4,218
95933,60,17,49,5,131
18605,26,4,2,2,34
61274,36,3,2,1,42
10797,20,16,2,3,41
69084,57,82.06801162,46,5,195
95814,70,20,17,3,110
151,55,3,2,2,62
77827,69,21,34,6,130
62318,26,3,2,1,32
82610,52,36,2,1,91
35908,23,3,2,2,30
39531,39,35,2,2,78
69685,19,65,10,6,100
64839,85,25,2,1,113
48118,11,3,2,1,17
55947,50,22,44,7,123
8266,79,3,2,1,85
77390,189,3,2,7,201
44255,110,22,7,1,140
16714,25,9,2,1,37
90719,16,14,2,1,33
49233,34,26,2,2,64
73966,165,3,2,1,171
40288,77,65,7,2,151
38271,46,3,4,1,54
11646,50,24,2,1,77
443,22,18,41,1,82
23038,12,3,2,1,18
28782,52,36,14,20,122
92526,20,4,2,2,28
37769,154,3,2,3,162
64205,27,35,2,6,70
64322,95,26,18,5,144
98054,73,3,2,1,79
66623,19,3,2,1,25
7955,137,3,3,3,146
10776,10,15,2,6,33
80545,294,82.06801162,45,43.06978837,446.3551916
81030,81,3,2,1,87
90168,20,4,2,12,38
10950,181,17,12,17,227
85189,31,3,2,4,40
14630,76,3,2,1,82
83428,15,3,2,1,21
70898,99,34,8,1,142
98012,60,16,3,1,80
39367,68,16,49,3,136
40003,101,3,2,6,112
31404,93,11,2,2,108
52411,31,35,2,1,69
53954,371.5994323,3,2,43.06978837,446.3551916
44436,35,18,2,7,62
79268,40,3,2,1,46
47005,27,3,3,27,60
49839,47,8,33,16,104
23007,50,33,3,8,94
25546,130,19,2,2,153
99088,58,15,7,1,81
30312,87,39,14,2,142
64728,10,17,10,7,44
2425,110,3,11,3,127
9639,19,15,4,13,51
43182,85,65,18,8,176
86575,103,17,2,2,124
3994,93,3,2,11,109
19819,106,3,2,1,112
42910,61,3,2,3,69
78415,29,14,5,3,51
54503,35,5,5,7,52
88115,27,38,5,4,74
34725,173,10,8,3,194
1366,103,13,11,9,136
35237,173,3,74.12481095,9,337
52986,32,3,2,6,43
73803,89,5,2,12,108
72897,211,3,2,8,224
12400,47,20,6,15,88
63664,34,3,2,2,41
29920,15,3,2,1,21
64394,88,3,2,1,94
75362,140,45,2,5,192
15998,117,4,38,5,164
20774,11,3,2,4,20
59522,63,30,2,1,96
3909,13,10,3,1,27
72071,25,18,3,14,60
31727,42,3,2,1,48
87793,19,6,2,5,32
69047,120,13,2,5,140
32651,14,3,2,1,20
24879,34,12,2,8,56
11406,35,3,2,1,41
85024,43,3,2,1,49
49708,24,3,2,1,30
4560,44,42,2,27,115
19497,107,3,2,1,113
84367,166,46,67,3,282
46341,38,30,27,5,100
17958,37,40,47,1,125
49476,43,30,21,20,114
66727,13,5,2,1,21
83607,146,14,2,7,169
1420,79,62,46,14,201
46147,14,12,2,1,29
51184,200,3,2,1,206
94651,19,33,2,12,66
60189,172,37,4,5,218
78990,43,4,2,4,53
13155,115,8,46,1,170
93659,31,34,2,4,71
2684,81,12,2,1,96
12793,150,30,74.12481095,35,300
96278,20,3,2,1,26
33708,10,3,2,3,18
9348,138,34,2,9,183
63247,99,3,2,13,117
98089,69,3,2,1,75
42495,25,3,2,1,31
56350,167,18,33,5,223
32461,120,18,2,6,146
89330,92,3,2,27,124
90916,23,5,2,2,32
4436,72,13,5,2,92
70243,125,36,26,43.06978837,233
17526,55,41,10,17,123
40703,11,3,2,1,17
26915,27,11,4,11,53
81247,30,32,48,43.06978837,154
97662,15,3,2,1,21
55950,78,31,12,5,126
92696,13,3,2,1,19
64662,11,3,2,1,17
8831,46,47,7,18,118
91632,80,20,42,26,168
68845,137,3,53,43.06978837,246
67621,181,21,68,19,289
12151,50,61,2,1,114
76341,50,58,3,12,123
17645,62,3,2,22,89
36495,147,82.06801162,59,10,308
81375,29,45,17,8,99
26237,50,32,2,1,85
17397,12,6,2,1,21
80330,45,14,2,2,63
54382,28,20,4,1,53
66591,44,3,2,1,50
1194,19,10,2,7,38
1878,126,16,6,28,176
95378,112,20,16,1,149
55161,19,5,4,1,29
64257,14,3,14,43.06978837,78
14214,93,3,2,1,99
39477,121,23,3,1,148
77334,12,3,2,1,18
49450,147,27,24,1,199
28401,94,7,14,11,126
66478,97,29,33,9,168
35694,151,3,2,5,161
80215,131,23,9,5,168
22200,127,39,3,3,172
64667,80,37,74.12481095,7,296
57053,13,3,2,1,19
77189,57,20,2,9,88
58577,23,3,2,1,29
4393,72,9,19,3,103
27080,11,3,2,1,17
39,122,25,19,7,173
21381,13,3,2,1,19
29568,44,49,34,5,132
86953,16,3,2,12,33
51282,104,9,12,7,132
1812,38,5,68,7,118
19852,23,6,2,5,36
39176,80,3,2,1,86
44862,71,36,7,3,117
59897,58,25,47,19,149
15721,17,3,2,1,23
62083,33,24,37,5,99
50791,11,19,2,1,33
45279,11,6,2,3,22
24264,32,3,2,1,38
35994,46,24,4,7,81
98790,92,13,2,1,108
52800,41,33,9,3,86
98574,10,13,2,1,26
13812,15,8,3,3,29
32173,127,3,2,4,136
15877,14,65,5,6,90
9872,148,3,2,3,156
89932,165,3,2,2,172
88211,107,7,74.12481095,1,270
74630,85,3,2,1,91
56455,206,3,2,1,212
27355,141,12,8,20,181
83077,27,17,2,1,47
95157,11,3,2,5,21
2534,98,3,2,11,114
97046,124,27,3,1,155
11597,169,23,7,1,200
50955,69,3,2,1,75
79212,156,3,2,3,164
32607,34,3,2,3,42
22301,45,12,16,15,88
16522,88,3,2,1,94
45223,48,3,2,4,57
73478,156,7,2,28,193
70849,37,4,2,9,52
44037,10,16,2,1,29
584,20,60,2,1,83
99678,109,22,23,11,165
29070,10,5,2,1,18
74579,66,21,2,1,90
69204,13,16,2,1,32
74289,10,5,2,2,19
26959,12,3,2,1,18
60012,19,14,2,10,45
48588,42,4,2,2,50
77904,53,72,35,1,161
85818,42,3,3,1,49
29326,27,5,26,10,68
44855,56,10,33,5,104
40875,39,35,2,1,77
34807,42,3,11,1,57
45250,75,45,2,5,127
4156,73,42,14,1,130
53775,132,25,44,2,203
16206,154,3,2,9,168
60625,17,45,4,5,71
86202,66,22,38,12,138
22721,32,23,12,2,69
44303,60,3,2,1,66
74444,25,23,2,10,60
19928,62,10,15,1,88
38356,62,17,29,3,111
73199,124,3,2,12,141
66402,131,17,31,18,197
26672,13,30,23,1,67
24918,10,3,2,2,17
38437,68,3,44,10,125
70944,90,3,2,1,96
16406,42,3,2,1,48
55086,173,26,65,2,266
78405,32,36,63,9,140
49212,37,8,52,13,110
99154,19,3,2,1,25
12705,36,34,22,5,97
77050,39,3,2,2,46
26799,107,58,7,6,178
9009,13,37,11,3,64
93666,100,9,30,1,140
82757,70,52,2,1,125
64202,89,5,2,1,97
14960,165,3,2,2,172
3535,49,43,2,1,95
64248,14,16,9,1,40
66858,49,23,6,3,81
36504,71,16,20,1,108
80776,56,46,5,33,140
50679,14,23,5,1,43
43640,75,7,3,13,98
61058,99,15,2,1,117
50525,81,51,38,18,188
9573,112,13,74.12481095,26,234
18592,12,5,2,3,22
17701,87,3,2,3,95
99531,13,3,2,1,19
73521,106,28,23,6,163
36661,16,3,2,3,24
52620,50,43,4,1,98
42035,83,3,2,1,89
77349,55,12,2,1,70
38721,126,60,20,8,214
42716,12,3,2,1,18
82223,95,27,4,1,127
3742,105,82.06801162,8,23,306
8611,30,26,3,1,60
85067,102,3,2,4,111
29030,80,22,2,1,105
78256,191,63,63,26,343
44185,29,3,2,1,35
23081,16,10,2,1,29
61903,90,37,50,5,182
57357,128,3,2,1,134
38918,10,5,2,1,18
31145,33,20,25,3,81
77099,58,9,2,1,70
51048,42,25,6,1,74
94939,146,3,14,7,170
83495,140,22,6,2,170
1950,66,12,2,3,83
80307,53,3,2,1,59
92049,79,3,2,1,85
27112,19,9,2,1,31
832,88,23,61,23,195
60241,21,3,2,1,27
23923,18,3,2,1,24
49879,96,10,2,4,112
43018,21,3,2,10,36
20900,206,48,2,22,278
85407,37,40,7,2,86
98846,12,3,2,1,18
26834,82,7,39,1,129
37744,148,39,74.12481095,14,281
91949,61,42,20,14,137
88229,25,34,2,1,62
17038,138,3,2,33,176
94677,371.5994323,3,2,6,446.3551916
40291,15,14,2,3,34
21132,11,3,2,1,17
66845,67,30,2,10,109
79126,127,3,2,2,134
28293,67,14,14,3,98
47020,19,8,4,4,35
46682,11,3,2,1,17
14571,104,3,2,1,110
16721,48,24,72,1,145
27639,128,4,2,12,146
80240,112,10,2,43.06978837,188
52566,251,37,20,1,309
52487,21,27,39,4,91
55321,75,10,2,1,88
97472,37,37,16,3,93
21001,12,3,2,1,18
76337,22,32,6,1,61
55665,14,3,2,2,21
85223,19,10,2,1,32
83597,94,18,3,7,122
74811,63,6,2,7,78
43368,24,16,2,1,43
5092,169,15,10,3,197
75614,24,34,22,3,83
30574,120,37,54,15,226
77010,43,22,2,11,78
17799,33,8,2,6,49
94144,23,10,5,3,41
50440,160,32,2,2,196
85502,101,59,10,2,172
34443,14,3,2,1,20
53454,53,53,56,16,178
62674,42,20,24,1,87
64255,30,15,2,2,49
58291,66,82.06801162,74.12481095,1,292
8610,11,3,2,1,17
52297,15,30,2,1,48
88807,87,12,2,2,103
37669,12,19,2,1,34
76849,55,5,2,2,64
8593,31,24,2,1,58
28476,23,24,2,16,65
86134,10,24,2,1,37
4619,54,41,27,7,129
77494,12,3,2,1,18
88392,69,18,74.12481095,24,194
91095,99,16,9,1,125
7427,10,23,2,1,36
92517,110,25,29,41,205
34384,39,52,12,40,143
232,75,13,2,2,92
62066,70,7,50,7,134
44548,50,14,7,6,77
48351,97,17,2,2,118
35159,85,15,49,5,154
43617,135,32,35,7,209
80954,13,3,2,2,20
10212,54,33,2,6,95
26379,71,14,2,2,89
57030,146,3,2,1,152
40751,27,25,41,15,108
79801,52,3,2,1,58
84447,47,9,2,4,62
47370,24,3,2,1,30
51769,11,4,2,1,18
30373,85,3,2,3,93
53113,66,75,34,43.06978837,259
40345,60,14,2,2,78
50871,22,48,2,1,73
36920,23,22,2,1,48
43186,67,14,26,1,108
66332,10,5,2,1,18
4065,180,51,24,16,271
75211,27,3,2,1,33
33182,21,9,2,1,33
51911,10,3,2,3,18
61819,12,3,2,1,18
98641,102,9,2,1,114
37631,13,25,34,2,74
9601,96,3,2,4,105
32939,79,11,2,6,98
72235,121,26,43,20,210
8078,34,77,7,2,120
64980,81,28,34,3,146
6458,93,22,4,3,122
63747,45,3,2,3,53
4002,75,33,9,2,119
48465,58,18,14,1,91
11736,110,3,2,4,119
57262,124,32,3,2,161
75888,26,3,2,1,32
94344,202,13,2,1,218
9330,22,21,2,2,47
19253,87,3,2,8,100
11540,155,3,2,1,161
23724,17,3,2,2,24
8895,14,3,2,1,20
75743,28,14,2,1,45
12110,11,3,2,2,18
11347,35,12,2,1,50
90651,89,82,4,6,181
76182,25,34,19,1,79
23823,32,3,2,12,49
67571,114,20,2,4,140
54665,127,3,2,2,134
30395,24,9,9,40,82
86462,70,3,2,21,96
96049,67,34,24,10,135
55152,22,30,21,1,74
28776,113,14,19,11,157
35863,13,3,2,4,22
35469,64,3,2,1,70
75958,50,21,23,3,97
93520,50,23,7,4,84
49838,61,52,2,1,116
52226,14,19,2,1,36
34,17,14,7,1,39
40682,20,36,2,1,59
55356,26,5,4,1,36
56235,57,15,2,5,79
97754,93,39,2,1,135
50493,48,28,2,22,100
25222,63,18,6,27,114
85754,34,21,16,9,80
30286,27,27,2,1,57
9109,91,3,2,6,102
55269,10,82.06801162,2,1,105
73732,29,53,28,13,123
32951,67,15,3,1,86
98015,129,51,74.12481095,43.06978837,328
35039,30,14,2,6,52
54633,120,30,2,2,154
65233,49,3,2,4,58
12623,35,13,2,1,51
52931,33,40,6,1,80
24234,94,3,2,2,101
4966,209,50,3,2,264
47947,28,3,2,9,42
84338,107,60,67,3,237
18585,10,3,2,3,18
97189,10,7,2,4,23
18293,94,3,2,1,100
31052,74,3,2,5,84
45447,21,3,2,1,27
11049,87,7,7,2,103
87636,29,71,43,1,144
16157,65,16,2,1,84
18262,15,3,2,3,23
62610,175,15,2,2,194
61446,112,35,74.12481095,43.06978837,295
78852,111,3,2,1,117
57498,17,3,2,1,23
91659,29,62,66,12,169
49338,13,3,2,5,23
91394,10,25,2,1,38
66922,113,20,26,16,175
5245,206,3,2,1,212
5035,19,3,2,1,25
53389,24,17,2,1,44
61261,12,3,2,1,18
9495,38,55,11,9,113
33971,86,58,60,42,246
76494,26,4,2,4,36
48006,28,14,2,1,45
74764,19,4,2,5,30
67742,74,4,2,1,81
1741,77,3,2,13,95
66378,34,6,2,2,44
90968,11,3,2,1,17
12371,102,3,2,1,108
28780,80,28,18,2,128
76622,74,59,74.12481095,15,233
98989,129,33,14,4,180
50228,42,5,7,1,55
55595,76,44,53,2,175
77252,73,24,2,1,100
39882,21,11,6,31,69
39715,100,23,21,27,171
40243,60,21,2,1,84
63341,68,3,2,2,75
50343,13,15,2,1,31
8822,62,3,2,1,68
74906,53,29,2,2,86
19772,49,39,70,31,189
75078,33,16,2,1,52
59493,134,5,7,3,149
78499,76,12,2,1,91
44567,96,7,2,1,106
30675,101,34,74.12481095,5,251
23876,10,14,2,1,27
17311,18,37,2,1,58
98972,102,14,12,5,133
49257,19,12,2,3,36
49578,75,3,2,1,81
